word,definition,translation
hilbert,n. German mathematician (1862-1943),n. 希尔伯特
Hilbert space,,[化] 希尔伯特空间
Hilbert's tenth problem,,[计] 希尔伯特第十问题
hilborn,, [人名] 希尔伯恩
hilborne,, [人名] 希尔伯恩
hilburn,, [人名] 希尔伯恩; [地名] [美国] 希尔本
hilch,,n. <苏>跛行\nv. 跛行
Hilda,,n. 希尔达（女子名）
hilde,,希尔德（人名）
hildebrand,n the Italian pope who fought to establish the supremacy of the pope over the Roman Catholic Church and the supremacy of the church over the state (1020-1085),n. 希尔德布兰德（男名）
hildebrandt,, [人名] 希尔德布兰特
Hildebrandt extractor,,[化] 希尔德布兰特萃取机
Hildebrandt's test,,[医] 希耳德布兰特氏试验(检尿胆素)
Hildebrandt's tests,,[医] 希耳德布兰特氏试验(检尿胆素)
hildebrant,, [人名] 希尔德布兰特
Hildegard,,n. (Hildegard)人名；(德、罗)希尔德加德
Hildegarde,,n. 希尔德加德(f.)
hilden,, [地名] [德国、美国、英国] 希尔登
hildenbrand,, [人名] 希尔登布兰德
Hildenbrand's disease,,"[医] 希耳登布兰德氏病, 斑疹伤寒"
hilder,, [人名] 希尔德
hilderbrand,, [人名] 希尔德布兰德
Hildesheim,,n. (Hildesheim)人名；(法)伊尔德塞姆；(德)希尔德斯海姆
hildesley,, [人名] 希尔兹利
hilding,"n. A base, menial wretch.\na. Base; spiritless.","n. 卑贱的人, 懦夫\na. 卑贱的"
hilditch,, [人名] 希尔迪奇
hildred,, [人名] 希尔德雷德
hildreth,, [人名] 希尔德雷思; [地名] [美国] 希尔德雷斯
hile,v. t. To hide. See Hele.\nn. Same as Hilum., [人名] 海尔
hilebranditle,,针硅钙石
hiler,, [人名] 希勒
hiles,, [人名] 海尔斯
hiley,, [人名] 希利
hilf,, [人名] 希尔夫
hilfe,,n. (Hilfe)人名；(德)希尔费
hilferty,, [人名] 希尔弗蒂
hilfiger,, [人名] 希尔菲杰
hilgard,, [人名] 希尔加德; [地名] [美国] 希尔加德
hilgardite,,水氯硼钙石
hilger,, [地名] [美国] 希尔格
hili,n (anatomy) a depression or fissure where vessels or nerves or ducts enter a bodily organ,hilus 的复数
hiliferous,,有门的
hiliocentricism,,日心说
hilitis,,肺门炎
hilker,, [人名] 希尔克
hilkey,, [人名] 希尔基
hill,n. a local and well-defined elevation of the land\nn. United States railroad tycoon (1838-1916)\nn. risque English comedian (1925-1992)\nv. form into a hill,"n. 小山, 丘陵, 小土堆\nvt. 作成土堆, 堆成小丘"
hill bandwisth,,[电] 纵向深度频带宽
hill climb,, 爬山赛
hill climbing,,[计] 爬山法
hill climbing process,,[计] 爬山过程
hill colic,,[医] 山区绞痛(在印度山区一种发热腹泻病)
hill diarrhea,,[医] 高山腹泻
hill fever,,[医] 山地热(印度的恶性疟疾)
hill myna,, 鹩哥
hill mynah,, [医]山雀
hill people,,山民
hill reaction,,[机] 希尔反应
hill station,,山中避暑地
Hill's cells,,"[医] 希耳氏电池, 重力电池"
Hill's katathermometer,,[医] 希耳氏干湿球温度计
Hill's stopping,,[医] 希耳氏填料
hill-climbing,, 登山
hill-climbing algorithm,,[计] 爬山算法
hill-climbing method,,"[计] 爬山法, 登山法"
hill-farmer,,山区农民
hill-farmers,plural of hill-farmer,(hill-farmer 的复数) 山区农民
hill-fort,,"n. 【考古学】山堡, 山上要塞"
hill-forts,plural of hill-fort,"(hill-fort 的复数) n. 【考古学】山堡, 山上要塞"
hill-side,,山坡
hill-sides,plural of hill-side,(hill-side 的复数) 山坡
hill-top,,山峰
hill-tops,plural of hill-top,(hill-top 的复数) 山峰
hillandale,, [地名] [南非共和国] 希兰代尔
hillard,,希拉德（人名）
Hillary,n. New Zealand mountaineer who in 1953 first attained the summit of Mount Everest with his Sherpa guide Tenzing Norgay (born in 1919),n. 希拉里（美国现任国务卿）
hillary clinton,,希拉里·克林顿（美国国务卿）
hillbillies,n. a disparaging term for an unsophisticated person,"n. <美>乡巴佬, 土包子( hillbilly的复数形式 )"
hillbilly,n. a disparaging term for an unsophisticated person,"n. 乡下人, 乡巴佬；山地内部的贫农, 山地人"
hillbilly music,, 乡村音乐
hillburn,, [地名] [美国] 希尔本
hillcoat,, [人名] [英格兰人姓氏] 希尔科特 Ellis的昵称
hillcrest,,n. 山顶
hille,, [人名] [英格兰人姓氏] 希尔 Hill的变体; [地名] [德国] 希勒
hilleary,, [人名] 希勒里
hillebrand,, [人名] 希勒布兰德
hilled,imp. & p. p. of Hill,n. 小山；丘陵；斜坡；山冈\nn. (Hill)人名；(法、西)伊尔；(德、英、匈、捷、罗、芬、瑞典)希尔
hillegas,, [人名] 希莱加斯
hillel,n. Palestinian rabbi and interpreter of Judaic law,n. 希勒尔（男子名）
hillenbrand,, [人名] 希伦布兰德
hiller,,n. [农机] 培土器
hillery,, [人名] [英格兰人姓氏] 希勒里 Hilary的变体
hilles,, [人名] 希尔斯
hillesheim,, [地名] [德国] 希勒斯海姆
hilley,, [人名] 希利
hillfoots,, [地名] [英国] 希尔富茨
hillgrove,, [地名] [澳大利亚、新西兰] 希尔格罗夫
hillhouse,, [人名] 希尔豪斯
Hillhousia,,[医] 无色含硫球杆菌属
HILLIARD,,n. (Hilliard)人名；(英)希利亚德
Hilliard's lupus,,[医] 边缘性狼疮
Hillier,,n. (Hillier)人名；(法、葡)伊利耶；(德、英、匈)希利尔\n多坡的（hilly的比较级）\n多小山的（hilly的比较级）
hilliest,,"a. 多小山的, 多斜坡的( hilly的最高级 )"
hilliker,, [人名] 希利克
hilliness,n. the quality of being hilly,n. 多丘陵
hilling,v form into a hill,n. 培土
Hillingdon,,希灵登
hillings,, [人名] 希林斯
hillis,, [人名] [英格兰人姓氏] 希利斯 Hills的变体
hillman,,n. 住在山区的人
hillmen,plural of hillman,(hillman 的复数) n. 住在山区的人
hillock,n a small natural hill,"n. 小丘, 小高处, 土堆\n[医] 丘, 阜"
hillocks,n. a small natural hill,n. 小丘( hillock的复数形式 )
hillocky,,a. 多小山的
hills,n a local and well-defined elevation of the land\nn structure consisting of an artificial heap or bank usually of earth or stones\nn United States railroad tycoon (1838-1916)\nn risque English comedian (1925-1992)\nn (baseball) the slight elevation on which the pitcher stands\nv form into a hill,n. 丘陵（hill的复数形式）
hillsales,,矿山当地售煤
Hillsboro,,希尔斯伯勒（地名）
Hillsborough,,n. (Hillsborough)人名；(斯里)希尔斯伯勒
hillsdale,, [地名] [加拿大] 希尔斯代尔
hillside,n. the side or slope of a hill,"n. 山坡, 山腹"
hillsides,n. the side or slope of a hill,n. （小山的）山坡( hillside的复数形式 )
hillsite,,n. 位于山顶或山坡之所在
hillslope,,山坡
hilltop,n. the peak of a hill,n. 小山顶
hilltops,n. the peak of a hill,n. （小山的）山顶( hilltop的复数形式 )
hilltown,, [地名] [英国] 希尔敦
hilltowns,plural of hilltown,(hilltown 的复数)  [地名] [英国] 希尔敦
hillview,, [地名] [美国] 希尔维尤
hillwalking,,n. 丘陵地带的徒步旅行者
hillwash,,坡地冲刷作用
hilly,s having hills and crags,"a. 多丘陵的, 多山岗的, 险峻的"
Hillyard,,n. (Hillyard)人名；(英)希利亚德
Hillyards,plural of Hillyard,(Hillyard 的复数) n. (Hillyard)人名；(英)希利亚德
hillyer,, [人名] 希利尔
hilmar,, [地名] [美国] 希尔马
Hilo,n. a town in Hawaii on the island of Hawaii,n. 小矿脉\nn. (Hilo)人名；(葡)伊洛
hilsman,, [人名] 希尔斯曼
hilson,, [人名] 希尔森
hilt,n. the handle of a sword or dagger,"n. 柄, 刀把"
hilted,"a. Having a hilt; -- used in composition; as, basket-hilted,\n   cross-hilted.",v. （刀剑、匕首等的）柄( hilt的过去式和过去分词 ); 全力（ 支持某人等）; 彻底; 到最大程度
hilting,,（刀剑、匕首等的）柄( hilt的现在分词 )；全力（ 支持某人等）；彻底；到最大程度
hilton,,n. 希尔顿（姓氏）；希尔顿集团（主营酒店和香烟等）
Hilton Hotel,,希尔顿酒店
Hilton's law,,[医] 希耳顿氏定律
Hilton's method,,[医] 希耳顿氏法(切断神经减轻溃疡痛)
Hilton's muscle,,"[医] 希耳顿氏肌, 杓会厌肌"
Hilton's sac,,"[医] 希耳顿氏囊, 咽室"
Hilton's white line,,"[医] 希耳顿氏白线, 梳状线"
Hiltron,,小型高通量中子发生器
hilts,n. the handle of a sword or dagger,n. （刀剑、匕首等的）柄( hilt的复数形式 ); 全力（ 支持某人等）; 彻底; 到最大程度\nv. （刀剑、匕首等的）柄( hilt的第三人称单数 ); 全力（ 支持某人等）; 彻底; 到最大程度
hiltzik,, [人名] 希尔齐克
hilum,n. the scar on certain seeds marking its point of attachment to the funicle,"n. 核, 粒心, 脐\n[医] 门, 种脐(种子), 皮片蒂(整形手术)"
hilum glandulae suprarenalis,,[医] 肾上腺门
hilum of lymph gland,,[医] 淋巴结门
hilum tuberculosis,,[医] 增生性结核
hilus,n (anatomy) a depression or fissure where vessels or nerves or ducts enter a bodily organ,n. [解]门
hilus cells,,"[医] [卵巢]门细胞, 贝格尔氏细胞"
hilus hepatis,,[医] 肝门
hilus lienis,,[医] 脾门
hilus nuclei dentati,,[医] 齿状核门
hilus nuclei olivaris,,[医] 橄榄核门
hilus of lung,,[医] 肺门
hilus of tbe kidney,,[医] 肾门
hilus of the lung,,[医] 肺门
hilus of the spleen,,[医] 脾门
hilus ovarii,,[医] 卵巢门
hilus pulmonis,,[医] 肺门
hilus renalis,,[医] 肾门
hilve,,希尔韦
hilversum,, [地名] [荷兰] 希尔弗瑟姆
hilyer,, [人名] [英格兰人姓氏] 希利尔 Hellier的变体
him,pron. Them. See Hem.\npron. The objective case of he. See He.,pron. 他
hima,,n. 上海黑马安全系统有限公司
Himachal Pradesh,,喜马偕尔邦（位于喜马拉雅山西北角）
himachalane,,雪松烷
himachalol,,雪松醇
Himalaya,n a mountain range extending 1500 miles on the border between India and Tibet; this range contains the world's highest mountain,n. 喜马拉雅山脉
Himalaya honeysuckle,,[网络] 喜马拉雅山金银花
Himalaya Mountains,,喜马拉雅山
Himalayan,a. of or relating to the Himalayas,a. 喜玛拉雅山的
Himalayan cedar,,un. 雪松\n[网络] 喜马拉雅雪松
Himalayan lilac,,[网络] 喜马拉雅淡紫色
Himalayan rhubarb,,[网络] 雅大黄
Himalayas,n a mountain range extending 1500 miles on the border between India and Tibet; this range contains the world's highest mountain\nn a mountain range extending 1500 miles on the border between India and Tibet; this range contains the world's highest mountain,n. 喜马拉雅山脉
Himalayish,,[网络] 喜马拉雅语支；喜马拉雅语群；语和喜玛拉雅
Himalia,,木卫六
Himantandraceae,,扁蕊科
Himantoglossum,,[网络] Him。
Himantopterinae,,带翅娥亚科
Himantopus,,[网络] 长脚鹬属；黑翅长脚鹬；高跷鴴
Himantopus mexicanus,,[网络] Himantopus墨西哥人
Himantopus stilt,,[网络] Himantopus高跷
himantosis,,[医] 悬雍垂延长
himation,,"n. (古希腊人穿的)大长袍(系一块长方形织物,由左肩披下,围绕身体)"
Himavat,,"n. (印度神话)喜马瓦特(喜马拉雅山脉的化身, Devi 的父亲)"
himba,, 辛巴族
himberg,, [地名] [奥地利] 欣贝格
himbo,,n. 年轻英俊的男性电视节目主持人[记者]
hime,,n. Highly-advanced Materializing Equipment（高次元物质化能力）
Himeji,,姬路[日本本州岛西部城市]
himem,,n. (DOS)扩展内存管理程序
HIMEM.SYS,,"[计] DOS设备驱动程序:该程序是管理扩展内存的设备驱动程序, 它能有效地\n             安排扩展内存的使用, 保证应用程序或设备驱动程序不会企图使用\n扩展内存的相同部分, 它也管理高内存区(即HMA)"
himes,, [人名] 海姆斯; [地名] [美国] 海姆斯
Himet,,碳化钛硬质合金
himgravine,,[化] 喜瑞文(生物碱)
himler,, [人名] 希姆勒
himmler,n. German Nazi who was chief of the SS and the Gestapo and who oversaw the genocide of six million Jews (1900-1945),n. 希姆莱（姓氏名）
hims,-s form of him\npron. Them. See Hem.\npron. The objective case of he. See He.,(him 的第三人称 -s形式) pron. 他
himself,"pron. An emphasized form of the third person masculine\n   pronoun; -- used as a subject usually with he; as, he himself will bear\n   the blame; used alone in the predicate, either in the nominative or\n   objective case; as, it is himself who saved himself.\npron. One's true or real character; one's natural temper and\n   disposition; the state of being in one's right or sane mind (after\n   unconsciousness, passion, delirium, or abasement); as, the man has come\n   to himself.\npron. pl. Alt. of Himselven","pron. 他自己, 他亲自"
Himyaritic,"a. Pertaining to Himyar, an ancient king of Yemen, in\n   Arabia, or to his successors or people; as, the Himjaritic characters,\n   language, etc.; applied esp. to certain ancient inscriptions showing\n   the primitive type of the oldest form of the Arabic, still spoken in\n   Southern Arabia.","a. 希米亚里特人的,希米亚里特语的, 希米亚里特文化的"
hin,n. ancient Hebrew unit of liquid measure = 1.5 gallons,abbr. 高强度噪声（High Intensity Noise）
hina,,"n. 汉能资本（公司名, 主营跨境投资银行与投资基金管理业务）；希娜（波利尼西亚人的女神）"
Hinakcoat,,海纳克(日本镀铬铁皮商品名)
hinalea,,条纹刺尾鱼
hinallergosis,,鼽
Hinault,,[网络] 环法大赛冠军得主西诺
Hinayana,n. a major school of Buddhism teaching personal salvation through one's own efforts\nn. an offensive name for the early conservative Theravada Buddhism; it died out in India but survived in Sri Lanka and was taken from there to other regions of southwestern Asia,n. 小乘佛教
Hinayana Buddhism,,[网络] 小乘佛教；小乘佛教了；小乘佛法
Hinayanism,,[网络] 印度主义
Hinayanist,n. an adherent of Hinayana Buddhism,【佛教】\nn. 小乘教信徒\na. 小乘教的[亦作Theravadin]
Hinayanistic,,a. Hinayana的变形
hinch,, [人名] 欣奇
hinchazon,,脚气(病)
Hinchcliffe,,n. (Hinchcliffe)人名；(英)欣奇克利夫
hinche,, [地名] [海地] 安什
hinches,plural of hinch,(hinch 的复数)  [人名] 欣奇
hinchliffe,, [人名] [英格兰人姓氏] 欣奇利夫 Hinchcliffe的变体
hinck,,abbr. Hinckley 欣克利（男子名）
hinckle,, [人名] 欣克尔
Hinckley,,n. (Hinckley)人名；(英)欣克利
hincks,, [人名] 欣克斯
hincty,,a. <美俚>神气活现的
hind,"n. any of several mostly spotted fishes that resemble groupers\nn. a female deer, especially an adult female red deer","n. 雌鹿\na. 后部的, 在后的"
hind end,,[网络] 臀部
hind kidney,,[医] 后肾
hind leg,, 后腿
hind limb,, 后肢
hind wing,, 后翼（翅）; 后翅
hind-kidney,,[医] 后肾
hind-leg,,后腿；后肢
hind-legs,plural of hind-leg,(hind-leg 的复数) 后腿；后肢
hind-quarter,,后四分体\n后腿肉
hind-quarters,plural of hind-quarter,(hind-quarter 的复数) 后四分体\n后腿肉
hinda,, [地名] [刚果共和国] 欣达
hindbrain,n. the posterior portion of the brain including cerebellum and brainstem,n. 后脑\n[医] 菱脑
hindbrains,-s form of hindbrain\nn. the posterior portion of the brain including cerebellum and brainstem,(hindbrain 的第三人称 -s形式) n. 后脑\n[医] 菱脑
hindcasting,,后报
Hinde,,n. (Hinde)人名；(英)欣德
hindelang,, [地名] [德国] 欣德朗
Hindemith,n. German neoclassical composer and conductor who believed that music should have a social purpose (1895-1963),"亨德米特（人名, 德国小提琴演奏家及作曲家）"
Hindenburg,n. German field marshal and statesman; as president of the Weimar Republic he reluctantly appointed Hitler as chancellor in 1933 (1847-1934),兴登堡(波兰南部城市扎布热)
Hindenlang's test,,[医] 欣登朗氏试验(检白蛋白)
Hindenlang's tests,,[医] 欣登朗氏试验(检白蛋白)
hinder,v be a hindrance or obstacle to\nv hinder or prevent the progress or accomplishment of\nv put at a disadvantage\ns located at or near the back of an animal\ns located at or near the back of an animal,"a. 后面的\nv. 阻碍, 打扰"
hinder and delay,,[法] 阻止和拖延
hinderaker,, [人名] 欣德雷克
hinderance,,"n. (to)妨碍, 障碍"
hindered,v be a hindrance or obstacle to\nv hinder or prevent the progress or accomplishment of\nv put at a disadvantage,"v. 阻碍, 妨碍( hinder的过去式和过去分词 )"
hindered amine,,[化] 受阻胺
hindered contraction,,[机] 限缩变形
hindered phenol,,[化] 受阻酚
hindered phenolic antioxidant,,[化] 受阻酚性抗氧剂
hindered rotation,,[化] 位阻旋转; 受阻旋转; 被阻旋转
hindered sedimentation,,[化] 受阻沉降
hinderer,"n. One who, or that which, hinders.", [人名] 欣德勒
hindering,p. pr. & vb. n. of Hinder,"v. 阻碍, 妨碍( hinder的现在分词 )"
hindering effect,,[化] 位阻效应
hinderingly,r in an obstructive manner,adv. hinder的变形
hinderland,,腹陆
hindermost,s located farthest to the rear,a. 最后面的
hinders,v be a hindrance or obstacle to\nv hinder or prevent the progress or accomplishment of\nv put at a disadvantage,"v. 阻碍, 妨碍( hinder的第三人称单数 )"
Hindes,plural of Hinde,(Hinde 的复数) n. (Hinde)人名；(英)欣德
hindfoot,, [医]足后段：足的后部，包括距骨和跟骨区
hindgut,n. the caudal part of the alimentary canal in vertebrate embryos,n. 后肠\n[医] 后肠
Hindi,n. the most widely spoken of modern Indic vernaculars; spoken mostly in the north of India; along with English it is the official language of India; usually written in Devanagari script,"a. 印地语的, 印度北部的\nn. 印地语"
hindi-speaking,, [医]印度人（说印地语）
Hindle,,n. (Hindle)人名；(英)欣德尔
hindleg,, 后足
hindlegs,plural of hindleg,(hindleg 的复数)  后足
Hindley,,欣德利(姓氏)
hindlimb,n a posterior appendage such as a leg or the homologous structure in other animals,"n. (动物或昆虫的)后肢,下肢"
hindlimbs,plural of hindlimb\nn a posterior appendage such as a leg or the homologous structure in other animals,"(hindlimb 的复数) n.(动物或昆虫的)后肢,下肢"
hindman,, [人名] 欣德曼; [地名] [美国] 海恩德曼
hindmarch,, [人名] 欣德马奇
hindmarsh,, [人名] [英格兰人姓氏] 欣德马什住所名称，来源于古英语，含义是“母鹿+沼泽”(female deer+marsh)
hindmost,s located farthest to the rear,"a. 最后面的, 最后部的"
hindo,, [人名] 欣多
Hindoo,n a native or inhabitant of Hindustan or India\nn a person who adheres to Hinduism\na of or relating to or supporting Hinduism,"n. 印度人, 印度教教徒\na. 印度人的,印度教的"
hindooism,n. Alt. of Hinduism,n. ＝Hinduism
Hindooize,,"v. (使)印度教化,(使)印度化"
hindoos,pl.  of Hindu,"n. 印度人, 印度教教徒( Hindoo的名词复数 )"
Hindoostani,n a form of Hindi spoken around Delhi,"a. 印度斯坦的, 印度斯坦人的\nn. 印度斯坦语, （讲印度语支的）印度人"
Hindostan,,n. 印度
Hindostani,n a form of Hindi spoken around Delhi,"a. 印度斯坦的, 印度斯坦人的\nn. 印度斯坦语, （讲印度语支的）印度人"
hindquarter,n. the back half of a side of meat,"n. 后腿, 臀部"
hindquarter amputation,,[医] 髂腹间切断术
hindquarters,n. the part of an animal that corresponds to the human buttocks,"n. 后腿, 后半部"
hindrance,n. something immaterial that interferes with or delays action or progress\nn. any obstruction that impedes or is burdensome\nn. the act of hindering or obstructing or impeding,"n. 妨害, 障碍, 阻碍物"
hindrance factor,,[机] 拖泄因素
hindrances,n. something immaterial that interferes with or delays action or progress\nn. any obstruction that impedes or is burdensome\nn. the act of hindering or obstructing or impeding,n. 阻碍者( hindrance的复数形式 ); 障碍物; 受到妨碍的状态
Hinds,"n any of several mostly spotted fishes that resemble groupers\nn a female deer, especially an adult female red deer",n. (Hinds)人名；(瑞典)欣兹；(英)海因兹
hindshank,,un. 后管骨\n[网络] 羊前小腿腿；后腿的下胫节；后胫部
hindsight,n. understanding the nature of an event after it has happened,"n. 枪的表尺, 事后聪明"
Hindu,n. a native or inhabitant of Hindustan or India\nn. a person who adheres to Hinduism\na. of or relating to or supporting Hinduism,a. 印度教教徒的\nn. 印度教教徒
Hindu calendar,,印度历
Hindu calendar month,,[网络] 印度日历月
Hindu deity,,[网络] 印度神
Hindu Kush,,"兴都库什山（亚洲中部山脉, 位于阿富汗和巴基斯坦之间）"
Hindu Kush Mountains,,[网络] 兴都库斯山脉；兴都库什山；兴都库什山区
Hindu numeral,,[网络] 印度数字
Hindu-Arabic,,a. 阿拉伯数字的
Hindu-Arabic numeral,,[网络] 阿刺伯数字；阿拉伯数字
Hinduise,,v. <主英>= Hinduize
Hinduism,"n. the religion of most people in India, Bangladesh, Sri Lanka, and Nepal\nn. a body of religious and philosophical beliefs and cultural practices native to India and based on a caste system; it is characterized by a belief in reincarnation, by a belief in a supreme being of many forms and natures, by the view that opposing theories are aspects of one eternal truth, and by a desire for liberation from earthly evils",n. 印度教
Hinduize,,"v. (使)印度教化,(使)印度化"
Hinduness,,Hinduness (uncountable)\nThe quality of being Hindu.\n
hindus,pl.  of Hindu,"n. 印度人, （尤指印度北部的）印度斯坦人（信奉印度教）( Hindu的名词复数 ); [人名] 欣德斯"
Hindustan,n. northern region of India where Hinduism predominates,"n. 印度斯坦, 印度"
Hindustani,n. a form of Hindi spoken around Delhi\na. of or relating to or characteristic of Hindustan or its people or language,"a. 印度的, 印度人的\nn. 印度语, 印度人"
hindward,,a. 往后的\nadv. 往后地
hindy,, [人名] 欣迪
hine,n. A servant; a farm laborer; a peasant; a hind.,n. 海恩（哈扎比人神话中的神）
hinelight,,高强度荧光灯
hineman,, [人名] 海因曼
hiner,, [人名] [英格兰人姓氏] 海纳 Hyner的变体
hinerfeld,, [人名] 海纳费尔德
Hines,,海恩斯（人名）
Hines-Bannick syndrome,,[医] 海-班二氏综合征(间歇性体温下降及出汗障碍)
Hines-Brown test,,"[医] 海-布二氏试验(冷加压试验,检高血压)"
Hines-Brown tests,,"[医] 海-布二氏试验, 冷加压试验(检高血压)"
hinesburg,, [地名] [美国] 海恩斯堡
hinesol,,[化] 茅术醇; 茅苍术醇
hinesville,, [地名] [美国] 海恩斯维尔
hinet,,电信局数据通讯网路
hiney,,n. 肛门（肛门的俚语，较粗俗，但也很流行。）
hing,,abbr. high intensity noise generator 高强度噪声发生器
hinge,n. a joint that holds two parts together so that one can swing relative to the other\nn. a circumstance upon which subsequent events depend\nv. attach with a hinge,"n. 铰链, 关键, 枢纽\nvt. 装铰链\nvi. 靠铰链移动, 依...而转移"
hinge articulation,,[医] 屈戍关节
hinge articulator,,"[医] 铰链Ж架, 平线Ж架"
hinge axis,,[医] 下颌咬轴
hinge bolt,,[化] 铰链螺栓
hinge joint,,[医] 屈戍关节
hinge on,,"靠...转动, 以...为转移"
hinge osteotomy,,"[医] 铰链样切骨术, 屈戍状切骨术"
hinge type,,[化] 铰链式
hinge upon,,vi. 随……而定
hinge-joint,,[医] 屈戌关节
hinged,v attach with a hinge,a. 有铰链的
hinged arm,,[机] 关节臂
hinged core box,,[机] 铰接式砂心盒
hinged joint,,[机] 铰接头
hinged lever,,[化] 铰链杆
hinged molding box,,[机] 铰接式砂箱
hinged tray,,[医] 铰链托盘
hinged valve,,"[机] 铰链阀, 合叶阀"
hinged-iron ammeter,,[电] 绞链铁片安培计
hingeing,-ing form of hinge\nn. a joint that holds two parts together so that one can swing relative to the other\nn. a circumstance upon which subsequent events depend\nv. attach with a hinge,"(hinge 的现在分词) n. 铰链, 关键, 枢纽\nvt. 装铰链\nvi. 靠铰链移动, 依...而转移"
hingeless,a. Without a hinge or joint.,a. 无铰链的
hinger,,铰链安装者
hinges,n a joint that holds two parts together so that one can swing relative to the other\nn a circumstance upon which subsequent events depend\nv attach with a hinge,n. 铰链( hinge的名词复数 )
hingham,, [地名] [英国、英国] 欣厄姆
hinging,p. pr. & vb. n. of Hinge,vt.& vi. 用铰链连接（hinge的现在分词形式）
hinging post,, 带铰门柱
hingle,, [人名] 欣格尔
hingley,, [人名] [英格兰人姓氏] 欣格利 Hinckley的变体
Hinglish,,n. 印度英语；印式英语
hings,plural of hing,(hing 的复数) abbr. high intensity noise generator 高强度噪声发生器
hingson,, [人名] 欣森
hinke,,n. (Hinke)人名；(德、捷)欣克
hinkes,plural of hinke,(hinke 的复数) n. (Hinke)人名；(德、捷)欣克
hinkle,,n. (Hinkle)人名；(英)欣克尔
Hinkley,,n. (Hinkley)人名；(英)欣克利
hinks,, [人名] 欣克斯
hinkson,, [人名] [英格兰人姓氏] 欣克森 Hinks的变体
hinkty,,a. <美俚>神气活现的
hinman,, [人名] 欣曼
hinnant,, [人名] 欣南特
hinnie,,n. 公马和母驴所生的骡子
hinnies,pl.  of Hinny,n. 公马和母驴所生的骡子( hinny的名词复数 )
hinnites,,骡扇贝
hinny,n hybrid offspring of a male horse and a female donkey or ass; usually sterile,n. 公马和母驴所生的骡子
hino,, 汽车品牌名称 -（日野） - 日本; [地名] [日本] 日野
hinojos,, [地名] [西班牙] 伊诺霍斯
hinojosa,, [人名] 伊诺霍萨; [地名] [西班牙] 伊诺霍萨
hinoki,,cypress [植]日本扁柏
hinokitiol,,[化] 扁柏酚; 日柏酚; β-红柏素; 4-异丙基环庚三烯酚酮
hinolitol,,[医] 日柏醇
Hinsberg test,,[机] 欣斯贝格试验
hinsdale,, [地名] [美国] 欣斯代尔
hinsdalite,,磷铅锶矾
hinsey,, [人名] [爱尔兰姓氏] 欣西 Hennessy的变体
hinshaw,, [人名] 欣肖
Hinshelwood,,"欣谢尔伍德(①姓氏 ②Sir Cyril Norman, 1897-1967, 英国化学家, 曾获1956年诺贝尔化学奖)"
hinsley,, [人名] [英格兰人姓氏] 欣斯利 Hinckley的变体
hinson,, [人名] [英格兰人姓氏] 欣森 Hinks的变体; [地名] [美国] 欣森
hint,n. an indirect suggestion\nn. a slight indication\nv. drop a hint; intimate by a hint,"n. 暗示, 提示\nv. 暗示, 示意"
hint at,,暗示
hint at sth,,暗示(某事)
hinted,imp. & p. p. of Hint,vt. 暗示（hint的过去式与过去分词形式）
hinter,,n. 暗示；线索 (hint的变形)
hinterland,n a remote and undeveloped area,"n. 内地, 腹地, 偏僻地区\n[经] 腹地"
hinterlands,n. a remote and undeveloped area,n. 内陆地区( hinterland的复数形式 ); 内地; 腹地; （由某一港口或某些其他中心城市供应物资的）内陆贸易区
hinting,p. pr. & vb. n. of Hint,vt. 暗示（hint的现在分词形式）
hintings,plural of hinting\np. pr. & vb. n. of Hint,(hinting 的复数) vt. 暗示（hint的现在分词形式）
Hinton,,欣顿
Hinton test,,"[医] 欣顿氏试验(甘油胆甾醇试验,检梅毒)"
Hinton tests,,"[医] 欣顿氏试验(甘油胆甾醇试验,检梅毒)"
Hintons,plural of Hinton,(Hinton 的复数) 欣顿
hints,n an indirect suggestion\nn a slight indication\nn a slight but appreciable amount\nn a just detectable amount\nn an indication of potential opportunity\nv drop a hint; intimate by a hint,"n. 暗示, 提示（hint的复数形式）"
hintz,, [人名] 欣茨
hintzeite,,硼钾镁石
hinz,, [人名] 欣茨
Hinzke's sulfur burner,,[化] 欣兹克烧硫炉
hio,, [医][=hypoiodism]低碘中毒
hiochic acid,,"[化] 甲羟戊酸; 3-甲基-3,5-二羟基戊酸; 甲瓦龙酸; 袂瓦龙酸"
Hiodontidae,,月眼鱼科
hiortdahlite,,片榍石
hiostation,,生物学处理站
hip,n. either side of the body below the waist and above the thigh\nn. the ball-and-socket joint between the head of the femur and the acetabulum\nn. (architecture) the exterior angle formed by the junction of a sloping side and a sloping end of a roof\nn. the fruit of a rose plant,"n. 臀部, 蔷薇果, 忧郁\na. 熟悉内情的\nvt. 使忧郁, 给(屋顶)造屋脊\ninterj. 喝彩声"
hip bath,,坐浴\n[医] 坐浴
hip bone,,[医] 髋骨
hip boot,, 长筒靴；长统靴
hip flask,,n. 扁平小酒瓶
hip hop,,n. 希普霍普
hip joint,,[医] 髋关节
hip oil,,[化] 枳子油
hip pad,, [体]护胯
hip phenomenon,,[医] 髋现象(重压痉挛性瘫痪患者的臀部时臀肌收缩)
hip pocket,," （裤子或裙子的）后口袋, 后兜"
hip pointer,, [医]髋骨隆凸挫伤
hip roof,, 四坡顶
hip shooter,,n. 信口雌黄者；鲁莽行事者
hip socket,, 胫腕，膝盖骨
hip tile,, 屋脊盖砖
hip to,,[网络] 臀部
