word,definition,translation
disbelievingly,r in an incredulous manner,"adv. 怀疑地, 不信相地"
disbench,v. t. To drive from a bench or seat.\nv. t. To deprive (a bencher) of his privileges.,"v. 剥夺法学会会员之职, 使离座"
disbenefit,,"n. 不利, 无益"
disbenefits,plural of disbenefit,"(disbenefit 的复数) n.不利, 无益"
disboard,,"卸下, 卸货, 卸载"
disbodied,a. Disembodied.,vt. disbody的变形
disboscation,n. Converting forest land into cleared or arable land;\n   removal of a forest.,砍伐森林为农田
disbosom,,"招供, 吐露"
disbound,,a. 装订损坏的
disbowel,v. t. To disembowel.,vt.除去(或取出)...的肠子(或内脏等)
disbranch,v. To divest of a branch or branches; to tear off.,"vt. 剪断(树枝), 采折(树枝), 修剪"
disbrow,, [人名] 迪斯布罗
disbud,v. thin out buds to improve the quality of the remaining flowers\nv. destroy undeveloped horn buds (of cattle),vt. 摘去...的嫩芽
disbudded,v. thin out buds to improve the quality of the remaining flowers\nv. destroy undeveloped horn buds (of cattle),vt. 摘去嫩芽；去蕾
disbudding,v thin out buds to improve the quality of the remaining flowers\nv destroy undeveloped horn buds (of cattle), 打芽; 截芽; 断角术
disbuds,v. thin out buds to improve the quality of the remaining flowers\nv. destroy undeveloped horn buds (of cattle),vt. 摘去嫩芽；去蕾
disbunk,"v. (trans.) debunk, repudiate, discredit, demonstrate something as [bunk] or having [bunk] characteristics.\n> Angelo: The court will have to disbunk the claim of domicile.\n> Shannon: Summary judgment!\n",
disburden,v take the burden off; remove the burden from,"vt. 卸下重担, 解除负担, 消除...的思想负担\nvi. 卸货, 卸下重担, 放心, 安心"
disburdened,v take the burden off; remove the burden from,"vt. 卸下重担, 解除负担, 消除...的思想负担\nvi. 卸货, 卸下重担, 放心, 安心"
disburdening,v take the burden off; remove the burden from,"vt. 卸下重担, 解除负担, 消除...的思想负担\nvi. 卸货, 卸下重担, 放心, 安心"
disburdenment,,n. disburden的变形
disburdens,v take the burden off; remove the burden from,"vt. 卸下重担, 解除负担, 消除...的思想负担\nvi. 卸货, 卸下重担, 放心, 安心"
disbursal,n amounts paid for goods and services that may be currently tax deductible (as opposed to capital expenditures)\nn the act of spending or disbursing money,n. 支出
disburse,"v. expend, as from a fund","vt. 支付, 支出, 分配\n[经] 支付, 支出, 偿付"
disbursed,imp. & p. p. of Disburse,"v. 支出, 付出( disburse的过去式和过去分词 )"
disbursement,n amounts paid for goods and services that may be currently tax deductible (as opposed to capital expenditures)\nn the act of spending or disbursing money,"n. 支付, 支出\n[经] 支付"
disbursement book,,[经] 现金付出簿
disbursement for customers,,[经] 代客付出款项
disbursement insurance,,[经] 支付(船舶用品)保险
disbursement of dividends,,[经] 支付股息
disbursement of payments,,[法] 款项的支付
disbursement schedule,,"[经] 支付计划, 用款计划"
disbursement station number,,[经] 收支机构代号
disbursement voucher,,"[经] 支付凭单, 支付传票"
disbursements,n. amounts paid for goods and services that may be currently tax deductible (as opposed to capital expenditures)\nn. the act of spending or disbursing money,"n. 支付, 支出( disbursement的复数形式 ); 支付款"
disbursements account,,[经] (船舶在港)使用费支出帐单
disbursements clause,,[法] 船舶费用保险条款
disbursements from fund,,[经] (动用)基金支付
disbursements insurrance,,[法] 船舶费用保险
disburser,n. One who disburses money.,"n. 支付者, 付出者"
disburses,"v expend, as from a fund","v. 支出, 付出( disburse的第三人称单数 )"
disbursing,p. pr. & vb. n. of Disburse,"v. 支出, 付出( disburse的现在分词 )"
disbursing of fixed asset,,[经] 固定资产的报废
disbursing office,,"[经] 收支机构, 代付机构, 付款处"
disbursing officer,,"[经] 出纳员, 出纳主管"
disburthen,v. t. To disburden; to relieve of a load.,"vt.,vi. [古语]=disburden"
disburthened,imp. & p. p. of Disburthen,"vt.,vi. [古语]=disburden"
disburthening,p. pr. & vb. n. of Disburthen,"vt.,vi. [古语]=disburden"
disc,n sound recording consisting of a disk with a continuous groove; used to reproduce music by rotating while a phonograph needle tracks in the groove\nn something with a round shape resembling a flat circular plate\nn (computer science) a memory device consisting of a flat disk covered with a magnetic coating on which information is stored\nn a flat circular plate,"n. 圆盘, 唱片\nvt. 灌唱片"
disc and doughnut baffle,,[化] 盘-环形折流板; 圆盘-圆环形折流板
disc attrition mill,,[化] 圆盘磨
disc bellow,,[化] 盘式风箱
disc black,,[化] 盘黑; 盘法炭黑
disc bowl (type) centrifuge,,[化] 碗盖式离心机
disc brade,,[机] 圆盘煞车
disc brake,,n. 盘式制动器
disc capacitor,,[电] 盘形电容器
disc chromatogram,,[化] 圆盘形色谱图
disc chromatography,,[化] 圆盘色谱法
disc clutch,,"[机] 圆盘离合器, 板离合器"
disc column,,[化] 圆盘塔
disc comparator,,[化] 圆盘比色计
disc crusher,,[化] 盘式压碎机\n[医] 盘式压碎机
disc drive,, [医]磁盘驱动，磁盘机（算）
disc electrophoresis,,[化] 圆盘电泳; 圆盘电泳法; 盘状电泳; 盘状电泳法
disc evaporator,,[化] 盘式蒸发器
disc extruder,,[化] 圆盘式挤压机
disc file,,un. 磁盘文件；磁盘存储器\n[网络] 磁碟档案
disc filter,,[化] 盘滤机
disc finishing machine,,[化] 圆盘磨光机
disc friction wheel,,[机] 圆盘摩擦轮
disc generator,,[电] 盘形发电机
disc grinder,,[化] 圆盘磨光机
disc grizzly,,[化] 圆盘筛; 盘式筛
disc harrow,, 圆盘耙
disc jockey,,"n. 唱片流行音乐节目播音员, 唱片骑师"
disc meter,,[医] 盘式流量计
disc pack,,[电] 圆盘包装
disc plug,,[机] 圆板塞
disc pulverizer,,[化] 盘式粉磨机
disc record,,[电] 录音片
disc recorder,,[电] 圆盘录音机
disc recording,,[电] 圆盘录音
disc refiner,,[化] 盘磨机
disc saw,,[化] 圆盘锯
disc space,,[网络] 椎间盘间隙；椎间盘间隙感染；椎隙感染
disc storage,,[电] 圆盘储存
disc syndrome,,[医] 椎间盘综合征
disc tower,,[化] 碟式塔
disc valve,,[化] 盘形阀
disc wheel,,[机] 圆盘轮
disc winding,,[电] 圆盘式绕组
disc-,, [医]与盘有关或盘状的
disc-based,,adj. 以磁盘为主的
disc-jockey,v comment on music to be played,n. 唱片骑师；电台的音乐节目主持人（等于D.J.）
disc-jockeys,plural of disc-jockey\nv comment on music to be played,(disc-jockey 的复数) n. 唱片骑师；电台的音乐节目主持人（等于D.J.）
disc-seal tube,,[电] 圆盘封口管
disc-shaped,s having a flat circular shape, 圆片形；圆盘形
discaire,,n. 选播迪斯科唱片的人
discal,"a. Pertaining to, or resembling, a disk; as, discal cells.","a. 圆盘的,盘状的"
discalceate,v. t. To pull off shoes or sandals from.,a. =discalced
discalceated,a. Deprived off shoes or sandals; unshod; discalced.,a. =discalced
discalced,a. (used of certain religious orders) barefoot or wearing only sandals,a. 赤脚的
discale,,碎鳞
discant,n a decorative musical accompaniment (often improvised) added above a basic melody,v. 详论
discard,n. anything that is cast aside or discarded\nn. (cards) the act of throwing out a useless card or of failing to follow suit\nn. getting rid something that is regarded as useless or undesirable\nv. throw or cast away,"vt. 丢弃, 抛弃\nvi. 垫牌\nn. 垫牌, 抛弃"
discard molasses,,[化] 废糖蜜
discard your changes and edit the latest version,,v. 放弃所有的修改并编辑前一版本
discardable,,可丢弃的
discarded,v throw or cast away\ns thrown away,"v. 丢弃, 抛弃( discard的过去式和过去分词 ); 不再使用"
discarder,,打出的牌
discarding,v throw or cast away,"v. 丢弃, 抛弃( discard的现在分词 ); 不再使用"
discards,n anything that is cast aside or discarded\nn (cards) the act of throwing out a useless card or of failing to follow suit\nn getting rid something that is regarded as useless or undesirable\nv throw or cast away,"n. 抛弃物, 废物（discard的复数形式）"
discarnate,a. Stripped of flesh.,"a. 无形的,脱离肉体的"
discase,v get undressed,"v. 除去外罩, 脱衣"
discectomy,, [医]椎间盘切除术
Discellaceae,,裂壳孢科
discending paper partition chromatography,,[化] 下行纸分配色谱; 下行纸分配色谱法
discept,v. i. To debate; to discuss.,"vi.争论,有分歧"
disceptation,n. Controversy; disputation; discussion.,n. discept的变形
discern,v detect with the senses,"v. 辨别, 看清楚, 了解"
discernability,,[网络] 可辨别性
discernable,a perceptible by the senses or intellect,"a. (=discernible)可辨别的, 可认识的"
discerned,imp. & p. p. of Discern,v. 看见( discern的过去式和过去分词 ); 辨明; 觉察出; 识别
discerner,"n. One who, or that which, discerns, distinguishes,\n   perceives, or judges; as, a discerner of truth, of right and wrong.",n. discern的变形
discernibility,,分辨能力
discernible,a. perceptible by the senses or intellect\ns. capable of being perceived clearly\ns. capable of being seen or noticed,"a. 看得清的, 可看出的, 可辨别的, 辨别得出的\n[计] 可识别的"
discernible signal,,[计] 可识别信号
discernibleness,n. The quality of being discernible.,n. discernible的变形
discernibly,adv. In a manner to be discerned; perceptibly; visibly.,可辨别的
discerning,a. having or revealing keen insight and good judgment\ns. unobtrusively perceptive and sympathetic\ns. able to make or detect effects of great subtlety; sensitive,"a. 有眼力的, 敏锐的, 有辨别能力的, 有洞察力的"
discerningly,adv. In a discerning manner; with judgment; judiciously;\n   acutely.,有辨别力地
discernment,n. perception of that which is obscure,"[法] 认识, 识别, 洞察力"
discerns,v detect with the senses,v. 看见( discern的第三人称单数 ); 辨明; 觉察出; 识别
discerp,v. t. To tear in pieces; to rend.\nv. t. To separate; to disunite., 扯碎
discerptibility,n. Capability or liableness to be discerped.,n. discerptible的变形
discerptible,a. Capable of being discerped.,"a. 可分解的, 可剖析的"
discerption,"n. The act of pulling to pieces, or of separating the\n   parts.","n. 分离, 断片, 割断"
discerptor,,[网络] 磁盘加密
disch,,abbr. discharge 卸载; 放电; 解雇; 退伍
discharage,,n. 放电
discharge,n. the sudden giving off of energy\nn. the act of venting\nn. a substance that is emitted or released\nn. any of several bodily processes by which substances go out of the body,"vt. 卸下, 放出, 解雇, 拔染, 履行, 放电\nvi. 卸货, 流出\nn. 卸货, 流出, 放电"
discharge a cargo from a ship,,卸船
discharge a contract,,[法] 履行契约
discharge a contract to,,[经] 解除契约
discharge a debt,,[经] 清偿债务
discharge a mission,,"完成使命,完成任务"
discharge afloat,,[法] 船上卸货
discharge an arrow from a bow,,射箭
discharge auger,,[化] 卸料螺旋
discharge belt,,[化] 卸载传送带
discharge breakdown,,[电] 放电崩溃
discharge capacity,,[化] 排出量; 排流量; 排流能力
discharge chute,,[化] 卸料斜槽; 卸料溜槽
discharge coefficient,,[化] 流量系数; 孔流系数
discharge cone,,[化] 泥浆排出锥斗
discharge cover,,[化] 卸渣门; 排出端泵盖
discharge current,,[电] 放电电流
discharge curve,,[电] 放电曲线
discharge debt,,[法] 清偿债务
discharge device,,[化] 卸料装置
discharge door,,[化] 排料门
discharge duct,,[化] 卸料管
discharge duration curve,,[电] 流量延时曲线
discharge duty,,[法] 履行职务
discharge electricity,,放电
discharge electrode,,[化] 放电极
discharge end,,[化] 出料端
discharge flange,,[化] 出口法兰
discharge flow method,,[化] 放电流动法
discharge from,,"释放, 解雇, 使免除"
discharge funnel,,[化] 卸料漏斗
discharge gap,,[电] 放电隙
discharge gas,,[化] 废气
discharge gate,,[化] 给料输送管上的阀门; 卸料阀门
discharge gating,,[化] 卸料炉栅
discharge head,,"[化] (出口,排气,输送)压头; (压缩机)压力的高度"
discharge height,,[化] 卸载高度
discharge hole,,[化] 成品出口
discharge hopper,,[化] 卸料斗
discharge into,,"排入…,流入…"
discharge jettly,,[化] 卸货码头
discharge key,,[电] 放电键
discharge knockout drum,,[化] 出口分离鼓
discharge lamp,,[电] 放电灯
discharge launder,,[化] 卸载槽
discharge liability,,[经] 解除责任
discharge line,,[化] 排出管线
discharge liquor,,[机] 排出液
discharge loss,,[化] 卸出损失
discharge manifold,,[化] 排油歧管; 排泄歧管
discharge nozzle,,[化] 排放喷嘴; 排放接管; 排出喷嘴; 排出接管; 出料管; 卸料口
discharge of,,卸下
discharge of a debt,,[经] 清偿债务
discharge of a jury,,[法] 解除某陪审员职务
discharge of an attachment,,[经] 解除财产扣押
discharge of bankruptcy,,[经] 解除破产
discharge of conract,,[法] 履行契约
discharge of goods,,[经] 卸货
discharge of ion,,[化] 离子放电
discharge of prisoners,,[法] 释放囚犯
discharge of proceedings,,[法] 履行诉讼手续
discharge of pump,,[化] 泵排量
discharge of pus,,[医] 排脓
discharge of the fuel,,[化] 卸燃料
discharge opening,,[化] 卸料口
discharge orifice,,[化] 排放孔
discharge outlet,,[化] 排放口
discharge pan,,[化] 卸载槽
discharge path,,[电] 放电路程
discharge pipe,,[化] 排放管; 卸料管
discharge port,,[化] 出料口; 排出口; 卸料口
discharge printing,,[化] 拔染印花
discharge printing paste,,[化] 拔染印色浆
discharge pump,,"[化] 排出(或排水,排油)泵"
discharge ram,,[化] 卸料推杆
discharge rate,,[化] 排气量; 卸料速度
discharge rate of battery,,[电] 电池放电率
discharge resistor,,[电] 放电电阻器
discharge ring,,[化] 出口环
discharge roll,,[化] 卸料滚筒
discharge roller,,[医] 出料滚
discharge screw,,[化] 卸料螺旋
discharge side,,[化] 卸料侧; 卸料面
discharge stroke,,[化] 排出冲程
discharge sutter,,[化] 卸料闸板
discharge tank,,[化] 出料罐
discharge terminal,,[化] 卸料站
discharge the ballast,,卸下压舱物
discharge time,,[化] 卸料时间
discharge tonge,,[电] 放电叉
discharge tube,,[电] 放电管
discharge valve,,[化] 排出阀; 卸料阀
discharge voltage,,[电] 放电电压
discharge water,,[化] 排放水; 废水
discharge-tube rectifier,,[电] 放电管整流器
dischargeable,,"可卸的, 可放出的, 可排出的, 可流出的, 拔染的"
dischargeable capacity,,[化] (储罐的)有效容积; 排送能力
dischargeable color,,[化] 拔染染料
dischargeable colour,,[化] 拔染染料
dischargeable dye,,[化] 拔染染料
discharged,s. having lost your job,a. 放电的；泻出的
discharged bankrupt,,[法] 己解除债务的破产人
discharged by,,"[法] 由...执行, 由...履行"
discharged jury,,[法] 已解除的陪审团
discharged obligation,,[法] 已清偿的债务
dischargee,,n. 戒毒会康复者；出院者
dischargement,,[网络] 排泄
discharger,"n. One who, or that which, discharges. Specifically, in\n   electricity, an instrument for discharging a Leyden jar, or electrical\n   battery, by making a connection between the two surfaces; a discharging\n   rod.","n. 卸货人, 排出装置, 履行者\n[医] 放电器"
dischargers,"plural of discharger\nn. One who, or that which, discharges. Specifically, in\n   electricity, an instrument for discharging a Leyden jar, or electrical\n   battery, by making a connection between the two surfaces; a discharging\n   rod.","(discharger 的复数) n. 卸货人, 排出装置, 履行者\n[医] 放电器"
discharges,n the sudden giving off of energy\nn the act of venting\nn a substance that is emitted or released\nn any of several bodily processes by which substances go out of the body\nn electrical conduction through a gas in an applied electric field\nn the pouring forth of a fluid\nn the termination of someone's employment (leaving them free to depart)\nn a formal written statement of relinquishment\nn the act of discharging a gun\nv complete or carry out\nv pour forth or release\nv free from obligations or duties\nv remove the charge from\nv go off or discharge\nv pronounce not guilty of criminal charges\nv eliminate (a substance)\nv leave or unload\nv cause to go off\nv release from military service\nv become empty or void of its content,v. 下（客）( discharge的第三人称单数 ); 卸船; 免除（自己的义务、负担等）; 执行
discharging,v complete or carry out\nv pour forth or release\nv free from obligations or duties\nv remove the charge from\nv go off or discharge\nv pronounce not guilty of criminal charges\nv eliminate (a substance)\nv leave or unload\nv cause to go off\nv release from military service\nv become empty or void of its content,[化] 排出; 卸料\n[医] 放电的
discharging agent,,[化] 拔染剂
discharging at wharf,,[经] 靠码头卸货
discharging color,,[化] 拔染染料
discharging colour,,[化] 拔染染料
discharging dye,,[化] 拔染染料
discharging expenses,,[经] 卸货费用
discharging from floating,,[法] 由驳船卸上码头
discharging lesion,,[医] 猝放性损害
discharging port,,[经] 卸货港口
discharging print,,[化] 拔染印色
discharging time,,[化] 卸料时间
discharging tubules,,"[医] 排泄小管, 乳头管"
dischromatopsy,,[医] 色觉障碍
dischronation,,[医] 时间觉障碍
disci,n an athletic competition in which a disk-shaped object is thrown as far as possible\nn a disk used in throwing competitions,"[医] 盘, 板, [圆]片"
disci intervertebrales,,[医] 椎间盘
disci lentiformis,,"[医] 丘脑底核, 丘脑下体"
disci nervi optici,,[医] 视神经乳头
disci oophorus,,[医] [载]卵丘
disci opticus,,"[医] 视神经盘, 视神经乳头"
disci ovigerus,,[医] [载]卵丘
disci proligerus,,[医] [载]卵丘
disci terminalis,,[医] 终盘
disciferous,a. Bearing disks., [医]具盘的
Disciflorae,,盘花群类
discifloral,a. Alt. of Disciflorous,a. [植](有)盘状花的
disciform,s. having a round or oval shape like a disc,a. 椭圆形的\n[医] 盘状的
disciformis keratitis,,[医] 盘状角膜炎
discina,,[网络] 圆盘贝；盘形腕足虫
Discinacea,,平圆贝超群
discing,,(深孔岩心的)圆盘化现象
Disciotis venosa,,[网络] 肋状皱盘菌
disciple,n. someone who believes and helps to spread the doctrine of another,"n. 弟子, 门徒"
discipled,imp. & p. p. of Disciple,"n. 门徒, 信徒；弟子"
disciples,n. someone who believes and helps to spread the doctrine of another,n. 信徒( disciple的复数形式 ); 门徒; 耶稣的信徒; （尤指）耶稣十二门徒之一
Disciples of Christ,,基督门徒教会
discipleship,n. the position of disciple,n. 做弟子的身份（期间）
disciplinable,"a. Capable of being disciplined or improved by\n   instruction and training.\na. Liable or deserving to be disciplined; subject to\n   disciplinary punishment; as, a disciplinable offense.","a. 可以训练的, 应受惩戒的"
disciplinableness,n. The quality of being improvable by discipline.,n. disciplinable的变形
disciplinal,s designed to promote discipline,"a. 训练的, 风纪的, 惩罚的"
disciplinant,n. A flagellant. See Flagellant.,"n. 苦行者, 严于律已者,自笞教教徒"
disciplinarian,n someone who demands exact conformity to rules and forms,"a. 惩戒性的, 纪律的\nn. 执行纪律者, 厉行纪律的人"
disciplinarians,n. someone who demands exact conformity to rules and forms,"n. 实施纪律者, 严格纪律信奉者( disciplinarian的复数形式 )"
disciplinarily,,adv. disciplinary的变形
disciplinarity,," 学科性, 对同一学科教材的研究"
disciplinary,a. relating to discipline in behavior\na. relating to a specific field of academic study,"a. 训练的, 纪律的, 训诫的\n[法] 纪律的, 惩戒性的"
disciplinary action,,"[法] 纪律处分, 惩戒处分"
disciplinary authority,,[法] 惩戒权
disciplinary award,,[法] 纪律处分
disciplinary barracks,,[法] 军人惩戒所
disciplinary board,,[法] 纪律委员会
disciplinary coercion,,[法] 纪律强制
disciplinary control,,[法] 纪律管制
disciplinary education,,[法] 纪律教育
disciplinary examination committee,,[法] 纪律检查委员会
disciplinary law,,[法] 惩戒法
disciplinary law of seaman,,[法] 海员惩戒法
disciplinary measures,,[经] 纪律措施
disciplinary offence,,[法] 违反纪律罪
disciplinary power,,[法] 纪律惩戒权
disciplinary procedure,,"[法] 纪律性程序, 惩戒性程序"
disciplinary punishment,,"[法] 纪律处分, 纪律处罚"
disciplinary sanction,,[经] 纪律制裁
disciplinary treatment,,[法] 纪律处分
discipline,n. a branch of knowledge\nn. a system of rules of conduct or method of practice; \nn. the trait of being well behaved\nn. training to improve strength or self-control,"n. 训练, 纪律\nvt. 训练, 惩罚"
discipline of labor,,[法] 劳动纪律
discipline of tribunal,,[法] 纪律法庭
disciplined,s. obeying the rules\ns. trained mentally or physically by instruction or exercise,a. 遵守纪律的；受过训练的
discipliner,n. One who disciplines.,n. 学科；纪律；训练；惩罚 (discipline的变形)
disciplines,n a branch of knowledge\nn a system of rules of conduct or method of practice; \nn the trait of being well behaved\nn training to improve strength or self-control\nn the act of punishing\nv develop (children's) behavior by instruction and practice; especially to teach self-control\nv punish in order to gain control or enforce obedience,n. 科目；纪律（discipline的复数）
discipling,p. pr. & vb. n. of Disciple,"n. 门徒, 信徒；弟子"
disciplining,v develop (children's) behavior by instruction and practice; especially to teach self-control\nv punish in order to gain control or enforce obedience,v. 训练( discipline的现在分词 ); （通过训练和监督）使有纪律; 处罚; 使有条理
discipular,,"a. 信徒的,门徒的, 追随者的,崇奉者的"
discission,,"n. [医]挑开术, 分裂术"
discission cataractae,,[医] 内障刺开术
discission knife,,[医] 内障针刺刀
discission needle,,[医] 晶状体刺开针
discission of cataract,,[医] 内障刺开术
discission of cervix uteri,,[医] 宫颈切开
discission of pleura,,[医] 脓胸十字形切开
discitis,,[医] 关节盘炎
disclaim,v. renounce a legal claim or title to\nv. make a disclaimer about,"v. 放弃, 弃权, 拒绝承认"
disclaim liability,,"[经] 否定责任, 否认责任, 不索取的债务"
disclaimant,,"否认者, 拒绝者"
disclaimation,,"n. 弃权,否认"
disclaimatory,,"a. 否认的, 表示否认的"
disclaimed,imp. & p. p. of Disclaim,v. 否认( disclaim的过去式和过去分词 )
disclaimer,n. (law) a voluntary repudiation of a person's legal claim to something,"n. 放弃, 拒负责任, 不承诺\n[经] 弃权或不申诉条款"
disclaimer by patentee,,[法] 专利权人放弃专利权
disclaimer by trustee,,[法] 受托人拒绝信托
disclaimer clause,,[法] 弃权条款
disclaimer of onerous property,,[法] 放弃负有法律义务的财产
disclaimer of power,,[法] 弃权
disclaimer of trustee,,[法] 受托管理人的弃权书
disclaimers,n. (law) a voluntary repudiation of a person's legal claim to something\nn. denial of any connection with or knowledge of,n. 放弃( disclaimer的复数形式 ); 拒绝; 放弃者; 免责声明
disclaiming,p. pr. & vb. n. of Disclaim,v. 否认( disclaim的现在分词 )
disclaims,v renounce a legal claim or title to\nv make a disclaimer about,v. 否认( disclaim的第三人称单数 )
disclamation,n. A disavowing or disowning.,"n. (权利等的)放弃, 否认"
disclasite,,水硅钙石
disclike,,[网络] 盘状
disclimax,,n. [生态]人为顶级群落
disclination,,n. 旋转位移
disclocse,,"[计] 汇密, 解密, 公开"
disclocsed,,[计] 分开的
disclocsed recipient,,[计] 分开的接受者
discloistering,,[网络] 揭开
disclosable,,[网络] 可披露
disclose,v. disclose to view as by removing a cover,"vt. 揭露, 透露\n[法] 揭发, 揭露, 公开"
disclose a secret,,透露秘密
disclosed,s. made known (especially something secret or concealed),v. 说出( disclose的过去式和过去分词 ); 揭露; 使显露; 使暴露
disclosed ballot,,"[法] 记名投票, 无封投票, 公开投票"
disclosed defect,,[法] 发现的瑕疵
disclosed reserve,,[经] 公布的公积金
discloser,n. One who discloses.,n. 揭露者（disclose的名词形式）
discloses,v make known to the public information that was previously known only to a few people or that was meant to be kept a secret\nv disclose to view as by removing a cover,v. 说出( disclose的第三人称单数 ); 揭露; 使显露; 使暴露
disclosing,p. pr. & vb. n. of Disclose,v. 说出( disclose的现在分词 ); 揭露; 使显露; 使暴露
disclosing solution,,[医] 显示液
disclosive,,[网络] 披露
disclosure,n. the speech act of making something evident,"n. 揭发, 泄露, 揭发(或暴露)的事实\n[经] 揭示, 披露"
disclosure materiality,,[经] 实质上的资料披露
disclosure of accounting policies,,[经] 会计政策的公开
disclosure of information,,[法] 泄露情报
disclosure of relevant information,,[经] 相关资料的披露
disclosure principle,,[经] 公开揭示的原则
disclosures,n. the speech act of making something evident,n. 公开( disclosure的复数形式 ); 透露; 被公开的事情; 被披露的秘闻
disclusion,n. A shutting off; exclusion., [医]牙合（接触）分离（开）
discman,, 随身听; 光碟随身听
disco,n. popular dance music (especially in the late 1970s); melodic with a regular bass beat; intended mainly for dancing at discotheques\nn. a public dance hall for dancing to recorded popular music\nv. dance to disco music,"n. 夜总会, 迪斯科, 的士高"
disco biscuit,, 镇痛剂（催眠药的俗称）
disco music,,迪斯科音乐[参较disco-beat]
disco-,,"[医] 盘, 盘形, 盘状"
discoblastic,"a. Applied to a form of egg cleavage seen in osseous\n   fishes, which occurs only in a small disk that separates from the rest\n   of the egg.","[医] 盘形囊胚的, 盘形卵裂的"
discoblastula,,[医] 盘形囊胚
discoboli,pl.  of Discobolus,n. discobolu的变形
discobolus,"n. A thrower of the discus.\nn. A statue of an athlete holding the discus, or about to\n   throw it.","n. (古希腊或罗马的)掷铁饼者, 掷铁饼者塑像"
discobolus attitude,,[医] 掷铁饼姿势
discocarp,,[医] 盘状囊果
discocellulares,,中室端脉
discoctaster,,盘星
discodactylous,"a. Having sucking disks on the toes, as the tree\n   frogs.", 盘趾
discofied,"To invoke the disco era in a person or thing by using a combination of color, patterns, lighting, grooming, and/or other funkiness in a manner reminiscent of 1977.\n> In order to impress the ladies, Juan discofied his wardrobe by adding vertically striped bell-bottom pants and pimp-ass high-rise platform boots.\n",
discogastrula,,[医] 盘形原肠胚
discogenetic,,[医] 椎间盘性的
discogenic,,[医] 椎间盘性的
Discoglossidae,n. family of Old World toads having a fixed disklike tongue,盘舌蟾科
discographer,,唱片分类目录编辑
discographic,,唱片分类学的
discographical,,a. 音乐唱片分类的
discographically,,adv. 音乐唱片分类地
discographies,,"（某个歌手、音乐家或团队的）唱片目录, 录音作品目录( discography的名词复数 )"
discography,n. a descriptive catalog of musical recordings,[医] 椎间盘造影术
discohere,,v. 失去连贯性
discoid,s. having a flat circular shape,"a. 盘状的, 圆盘状的\n[医] 盘形的, 盘状的, 盘形挖器(牙), 盘形药丸"
discoid cataract,,[医] 盘状内障
discoid lupus erythematosus,, 盘状红斑狼疮
discoid placenta,,[医] 盘状胎盘
discoid syphilid,,[医] 盘状梅毒疹
discoidal,s having a flat circular shape,"a. 铁饼状的, 平圆形的"
discoidal cleavage,,[医] 盘(状卵)裂
discoidal division,,[医] 对角分裂
discoidal segmentation,,[医] 盘裂
discoing,-ing form of disco\nn. popular dance music (especially in the late 1970s); melodic with a regular bass beat; intended mainly for dancing at discotheques\nn. a public dance hall for dancing to recorded popular music\nv. dance to disco music,"(disco 的现在分词) n. 夜总会, 迪斯科, 的士高"
discolichen,,盘状地衣
discolith,"n. One of a species of coccoliths, having an oval discoidal\n   body, with a thick strongly refracting rim, and a thinner central\n   portion. One of them measures about / of an inch in its longest\n   diameter.", 盘状核粒
discolor,"v. lose color or turn colorless\nv. cause to lose or change color\nv. change color, often in an undesired manner","vi.vt. (使)变色, 污染, (使)褪色\n[计] 变色, 褪色"
discoloratio,,[医] 变色
discoloratio cutis,,[医] 皮肤变色
discoloration,n. the act of changing the natural color of something by making it duller or dingier or unnatural or faded,"n. 变色, 污染"
discolored,"v lose color or turn colorless\nv cause to lose or change color\nv change color, often in an undesired manner","a. 脱色的, 污染的"
discoloring,p. pr. & vb. n. of Discolor,"v. 脱色的, 污染的( discolored的过去分词 )"
discoloring agent,,[化] 脱色剂
discoloring clay,,[化] 漂白土; 脱色土
discoloring earth,,[化] 漂白土; 脱色土
discoloringclay,,[化] 漂白土; 脱色土
discolorise,,[网络] 变色
discolorize,,[网络] 变色
discolorment,,n. 变色;污点
discolors,"v lose color or turn colorless\nv cause to lose or change color\nv change color, often in an undesired manner","v. 脱色的, 污染的( discolored的现在分词 )"
discolour,"v change color, often in an undesired manner","vi.vt. (使)变色, 污染, (使)褪色"
discolouration,n a soiled or discolored appearance\nn the act of changing the natural color of something by making it duller or dingier or unnatural or faded,"变[褪, 脱]色, 漂白"
discoloured,"v change color, often in an undesired manner","v. 使变色, 使褪色( discolour的过去式和过去分词 ); 变化, 变色, 褪色"
discolouring,"v change color, often in an undesired manner","v. 使变色, 使褪色( discolour的现在分词 ); 变化, 变色, 褪色"
discolouring agent,,[化] 脱色剂
discolouring clay,,[化] 漂白土; 脱色土
discolouring earth,,[化] 漂白土; 脱色土
discolouringclay,,[化] 漂白土; 脱色土
discolourings,"plural of discolouring\nv change color, often in an undesired manner","(discolouring 的复数) v. 使变色, 使褪色( discolour的现在分词 ); 变化, 变色, 褪色"
discolourise,,[网络] 变色
discolourize,,[网络] 褪色
discolourment,,n. 变色;污点
discolours,"v change color, often in an undesired manner","v. 使变色, 使褪色( discolour的第三人称单数 ); 变化, 变色, 褪色"
discombobulate,v cause to be confused emotionally\nv be confusing or perplexing to; cause to be unable to think clearly,"vt. 使混乱, 使困惑, 使泄气"
discombobulated,s. having self-possession upset; thrown into confusion,vt. 使混乱；使泄气；使困惑
