word,definition,translation
inkblot,n. a blot made with ink,n. 墨水斑点
inkblot test,, 墨迹测验
inkblot tests,,[医] 墨迹测验(心理测验)
inkbottle,,n. 墨水瓶
inked,"v append one's signature to\nv mark, coat, cover, or stain with ink\nv fill with ink",vt. 墨水涂染（ink的过去式）
inkeles,, [人名] 英克尔斯
inker,"n. One who, or that which, inks; especially, in printing, the\n   pad or roller which inks the type.","n. 油墨轮, 墨棒, 印字机"
inkfish,n. A cuttlefish. See Cuttlefish.,"n. 乌贼, 墨鱼"
inkheart,, [电影]墨水心
inkhorn,n. A small bottle of horn or other material formerly used for\n   holding ink; an inkstand; a portable case for writing materials.\na. Learned; pedantic; affected.,n. 墨水瓶
inkies,-s form of inky\ns of the color of black ink,"(inky 的第三人称 -s形式) a. 墨水的, 给墨水弄污的, 漆黑的"
inkiness,n the quality or state of the achromatic color of least lightness (bearing the least resemblance to white),"n. 漆黑, 涂有墨水, 墨水污染"
inking,"v append one's signature to\nv mark, coat, cover, or stain with ink\nv fill with ink",[计] 墨迹式画图
inking chart,,[计] 记录图表
inking desk,,[电] 印码盘
inking pad,, 打印台
inking system,,[计] 墨水系统
inkiyo,,<日>n.&. adj.=inkyo
inkjet,,n. 喷墨打印机；喷墨
inkjet printer,, 喷墨式打印机；喷绘机
inkjets,plural of inkjet,(inkjet 的复数) n. 喷墨打印机；喷墨
inkle,n a linen tape used for trimming as a decoration,n. 亚麻有色织带
inkless,n a linen tape used for trimming as a decoration,"a. 无墨水的, 无墨汁的\n[计] 无墨的"
inkley,, [人名] 英克利
inkling,n. a slight suggestion or vague understanding,"n. 暗示, 微微觉得"
inklings,n. a slight suggestion or vague understanding,"n. 想法, 暗示, 迹象( inkling的复数形式 )"
inkometer,,墨水粘度计
inkosi,,"n. (非洲东南部祖鲁人的)酋长,首领,老爷"
inkpad,n a block of absorbent material saturated with ink; used to transfer ink evenly to a rubber stamp,"n. 打印台, 印泥"
inkpen,, [人名] 英克彭
inkpot,n a bottle of ink,n. 墨水壶
inkpots,-s form of inkpot\nn a bottle of ink,(inkpot 的第三人称 -s形式) n. 墨水壶
inks,"n a liquid used for printing or writing or drawing\nn dark protective fluid ejected into the water by cuttlefish and other cephalopods\nv append one's signature to\nv mark, coat, cover, or stain with ink\nv fill with ink","n. 墨水, 油墨( ink的名词复数 )"
inkslinger,,n. 耍笔杆子的人
inkspot,,墨水点
inkstand,n. a tray or stand for writing implements and containers for ink,n. 墨水台
inkstandish,,墨水瓶架
inkstands,n. a small well holding writing ink into which a pen can be dipped\nn. a tray or stand for writing implements and containers for ink,n. 墨水瓶；墨水台（等于inkwell）
Inkster,,n. (Inkster)人名；(英)英克斯特
inkstone,"n. A kind of stone containing native vitriol or subphate of\n   iron, used in making ink.",n. 砚
inkwell,n. a small well holding writing ink into which a pen can be dipped,n. 墨水池
inkwells,n. a small well holding writing ink into which a pen can be dipped,n. 墨水池( inkwell的复数形式 )
inkwood,,n. [植]埃索木
inkwriter,,n. 印字机\n[计] 印字机
inky,s of the color of black ink,"a. 墨水的, 给墨水弄污的, 漆黑的"
inky cap,, [医]墨汁鬼伞; 墨盖
inky-black,,[网络] 墨黑色色粉；词性变化
inky-cap mushroom,,[网络] 油墨蘑菇
inkyo,,"<日>n.引退,隐居,引退者,隐居者"
inl,,abbr. initial 最初的; 词首的; inlichtingen (Dutch=information) （荷兰语）信息; 资料
inla,,abbr. International Nuclear Law Association 国际核能法律协会; Irish National Liberation Army 爱尔兰国家解放军
inlace,"v. t. To work in, as lace; to embellish with work resembling\n   lace; also, to lace or enlace.","v. (=enlace)缠绕, 环绕"
inlaced,imp. & p. p. of Inlace,v. 缠绕（等于enlace）
inlacing,p. pr. & vb. n. of Inlace,v. 缠绕（等于enlace）
inlaid,s. adorned by inlays,"a. 嵌入的, 镶嵌的, 镶饰的\ninlay的过去式和过去分词"
inland,a. situated away from an area's coast or border\nr. towards or into the interior of a region,"a. 内陆的, 国内的\nn. 内地"
inland bill,,[经] 国内汇票
inland bill of exchange,,[经] 国内汇票
inland bill of lading,,"[经] 国内提单, 陆运提单"
inland bill of lading clause,,[经] 国内提单条款
inland canal,,[法] 内陆运河
inland check,,[经] 国内支票
inland conveyance,,[经] 国内运输
inland corporate bonds,,[经] 国内公司债
inland craft,,[经] 内河运输船双
inland custom-home,,[经] 内地海关
inland customs dues,,[经] 国内关税
inland depot,,[经] 内地货运站
inland duty,,[经] 内地税
Inland Empire,,"内陆帝国（指美国华盛顿州斯波坎附近的发达地区, 广及爱达荷州和蒙大拿州）"
inland exchange,,[经] 国内汇兑
inland forwarding expenses,,[经] 国内运费
inland haulage,,[经] 内陆运输费用
inland invoice,,[经] 国内发票
inland marine insurance,,[经] 国内水上运输保险
inland money order,,[经] 国内汇票
inland navigation,,[经] 内河航行
inland note,,[经] 国内票据
Inland Passage,,[网络] 通道；内陆航道
inland point of shipment,,[经] 国内装船起运地点
Inland Revenue,,国内税收；税务局；税收
inland revenue office,,[经] 国内税务局
inland river,,[法] 内河
inland sea,,[法] 内海
inland trade,,[经] 国内贸易
inland transport,,[经] 内地运输
inland transportation charge,,[经] 内陆运输费
inland water-borne transport,,[经] 内地水运
inland waters,,"[法] 内水, 国内水域"
inland waterway bill of lading,,[经] 内河水运提单
inland waterway consignment note,,[经] 内河水运货单
inlander,a situated away from an area's coast or border,n. 内地人
inlandish,a. Inland.,"a. 本地的, 内地的"
inlaut,,"n. [语]中间音,词中音"
inlaw,v. t. To clear of outlawry or attainder; to place under the\n   protection of the law.,[律]恢复(犯人的)法律权力
inlawry,,"[法] 法律的保护, 恢复法律权益"
inlay,"n. (dentistry) a filling consisting of a solid substance (as gold or porcelain) fitted to a cavity in a tooth and cemented into place\nn. a decoration made by fitting pieces of wood into prepared slots in a surface\nv. decorate the surface of by inserting wood, stone, and metal","vt. 嵌入, 镶嵌, 装帧\nn. 镶嵌物, 镶嵌工艺, 镶补"
inlay bur,,[医] 嵌体钻
inlay casting gold,,[医] 嵌体铸金
inlay graft,,[医] 嵌入移植物
inlay impression tray,,[医] 嵌体印模盘
inlay retainer,,[医] 嵌入固位体
inlay sealing material,,[化] 嵌缝密封材料
inlay sealing materials,,[化] 嵌缝密封材料
inlay wax,,[医] 嵌体蜡
inlayer,"n. One who inlays, or whose occupation it is to inlay.",n. 镶嵌者
inlaying,p. pr. & vb. n. of Inlay,"v. 把…嵌入, 把…镶入( inlay的现在分词 ); 镶饰（物品）"
inlays,"n (dentistry) a filling consisting of a solid substance (as gold or porcelain) fitted to a cavity in a tooth and cemented into place\nn a decoration made by fitting pieces of wood into prepared slots in a surface\nv decorate the surface of by inserting wood, stone, and metal","v. 把…嵌入, 把…镶入( inlay的第三人称单数 ); 镶饰（物品）"
inlcusion,,[机] 夹杂物
inlead,,[计] 引入线
inleads,,n. 元件电极的一部份经过包络或屏闭
inleak,,"n. 漏入,渗入"
inleakage,,"n. 渗入, 透入"
inlet,n. an arm off of a larger body of water (often between rocky headlands),"n. 进口, 插入物\n[化] 入口; 进口; 投料口; 供料口"
inlet amount,,[化] 进料量
inlet and outlet,,[化] 出入口
inlet close,,[化] 进气停止
inlet leakproof-ring,,[化] 入口防漏环
inlet manhole,,[化] 人孔入口
inlet manifold,,[化] 入口集合管
inlet of dust contained gas,,[化] 含尘空气入口
inlet parameter,,[化] 入口参数
inlet pigtail,,[化] 入口猪尾管
inlet pipe,,"[机] 入口管, 进入管"
inlet port,,[化] 进气口; 吸油口
inlet side,,[化] 进口侧
inlet tube,,[化] 入口管
inlet valve,,[化] 进给阀; 进汽阀
inlet valve control,,[电] 进口阀控制
inlets,n. an arm off of a larger body of water (often between rocky headlands)\nn. an opening through which fluid is admitted to a tube or container,n. 水湾( inlet的复数形式 ); 小湾; 进口; 入口\nv. 水湾( inlet的第三人称单数 ); 小湾; 进口; 入口
inletting,,v. 水湾( inlet的现在分词 ); 小湾; 进口; 入口
inlien,,n. 代替
inlier,,n. 内座层
inliers,plural of inlier,(inlier 的复数) n. 内座层
inlimine,,[拉](=at the outset)开始时
inline,,[计] 内联
inlocate,,前转肩
inlook,,"n. 内心省察, 向内看"
inly,a. Internal; interior; secret.\nadv. Internally; within; in the heart.,"adv. 在内, 在心中, 衷心地"
inlying,,a. 内部的
INM,,综合网络管理
Inman,,n. (Inman)人名；(英)英曼
Inman's disease,,"[医] 英曼氏病, 肌痛"
inmarriage,,[网络] 通过婚姻关系；把某人嫁出；处于婚姻状态之中的
inmarry,,[网络] 婚礼策划
inmarsat,,国际海事通信卫星
inmate,n. one of several resident of a dwelling (especially someone confined to a prison or hospital),"n. 同住者, 被收容者\n[法] 内部的, 接近中心的, 内在的"
inmates,n. one of several resident of a dwelling (especially someone confined to a prison or hospital)\nn. a patient who is residing in the hospital where he is being treated\nn. a person serving a sentence in a jail or prison,n. 囚犯( inmate的复数形式 )
inmeats,"n.pl. The edible viscera of animals, as the heart, liver,\n   etc.",[英方]动物内部可食用部分
inmesh,"v. t. To bring within meshes, as of a net; to enmesh.","v. (=enmesh)使...陷入,使...绊住"
inmeshed,imp. & p. p. of Inmesh,vt. 使…陷入；使…绊住（等于enmesh）
inmeshing,p. pr. & vb. n. of Inmesh,vt. 使…陷入；使…绊住（等于enmesh）
inmold-process,,[机] 模内球化处理法
inmos,,abbr. intelligent network service management and operation system 智能网业务管理与操作系统
inmost,s. being deepest within the self\ns. situated or occurring farthest within,"a. 心底的, 内心深处的"
INMS,,综合网络管理系统
inn,n a hotel providing overnight lodging for travelers,"n. 旅馆, 客栈\nvi. 住旅馆"
inn of court,,[法] 律师学院
inn-keeper,,"n. 客栈老板, 酒店主"
inn-keepers,plural of inn-keeper,"(inn-keeper 的复数) n. 客栈老板, 酒店主"
inna,,"n. (Inna)人名；(俄、芬)因娜 (女名), 因纳"
innage,,"n. (货柜交货后留下的)剩余货物, (飞行结束后的)剩余油料"
innanen,, [人名] 英纳宁
innards,n internal organs collectively (especially those in the abdominal cavity),n. 内脏
innate,a not established by conditioning or learning\ns being talented through inherited qualities\ns present at birth but not necessarily hereditary; acquired during fetal development,"a. 先天的, 天生的\n[医] 先天的, 生来的"
innate heat,,[医] 固有热
innate immunity,,"[医] 先天免疫, 天然免疫"
innate reflex,,[医] 先天[性]反射
innately,r. in an innate manner,adv. 天赋地；与生俱来的
innateness,n. The quality of being innate.,"n. 天生, 天赋"
innatism,,"n. [哲]固有观念,固有观念说"
innative,a. Native.,"a. 以生具来的, 天生的"
innavigable,a. Incapable of being navigated; impassable by ships or\n   vessels.,a. 不能航行[通航]的
inned,imp. & p. p. of Inn,n. 客栈；旅馆\nvi. 住旅馆\nn. (Inn)人名；(柬)因
inner,s. located inward\na. located or occurring within or closer to a center\ns. innermost or essential\ns. exclusive to a center; especially a center of influence,"a. 内部的, 内心的\nn. 内部"
inner address,,[计] 体内地址
inner anhydride,,[化] 内酐
inner bark,,[医] 内皮
inner barrister,,[法] 内席律师
inner bearing,,[化] 内轴承
inner bearing cover,,[化] 内轴承盖
inner block,,[计] 内层分程序
inner bodies,,[医] 内含体(红细胞)
inner box,,[化] 内箱
inner cabinet,,[法] 核人内阁
inner callus,,[医] 中央骨痂
inner canthus,,[医] 内眦
inner cell mass,,[医] 内细胞群
inner chill,,[机] 内冷铁
inner circle,,n. 核心集团
inner city,,"n. 市中心, 市中心区"
inner coating DN-7802,,[化] 内涂料DN-7802
inner colded,,[化] 内部冷却的
inner complex,,[化] 内络合物; 螯合物
inner computer,,[计] 内部计算机
inner condenser,,[化] 内冷凝器
inner conductor,,[计] 内导体
inner cone of flame,,[化] 火焰的内锥
inner coordination sphere,,[化] 内配位层
inner cuticle,,"[医] 内护膜, 原发性釉护膜"
inner dead point,,[化] 内止点
inner diameter,,[化] 内径
inner ear,,[医] 内耳
inner electric potential,,[化] 内层电位; 内电势
inner electron,,[化] 内层电子
inner electrons,,[化] 内层电子
inner enamel epithelium,,[医] 内釉上皮
inner epithelial sheath,,[医] 内上皮鞘(毛根)
inner ester,,[化] 内酯
inner ether,,[化] 内醚
inner face,,[计] 内面\n[化] 内表面
inner flag register,,[计] 内标记寄存器
inner flame,,[化] 内焰
inner gap,,[化] 内隙
inner gearing,,[机] 内齿轮装置
inner grid,,[电] 内栅
inner hamstring,,[医] 内侧ё绳肌腱
Inner Hebrides,,"内赫布里底群岛（地名, 位于英国苏格兰西部）"
inner integument,,[医] 内珠被
inner joint,,[化] 内接口; 内接头
inner language,,[计] 内语言
inner layer,,[化] 内层
inner light,, 内心之光（基督教贵格会教徒等认为上帝在人的灵魂中产生的指引力量）
inner linearization,,[计] 内线性化
inner liner,,[化] 内衬
inner lining,,[机] 内衬
inner loop,,[计] 内循环
inner macro,,[计] 内部宏指令
inner macro call,,[计] 内部宏调用
inner macro instruction,,[计] 内部宏指令
inner macroinstruction,,[计] 内部宏指令
inner marker,,[计] 内部标记
inner molecular layer,,"[医] 内分子层, 内丛状层(视网膜)"
inner molecular reaction,,[化] 分子内反应
Inner Mongolia,,n. 中国内蒙古
inner nuclear layer,,[医] 内胞核层
inner oil seal,,[化] 内油封; 内轴承油封
inner orbital,,[化] 内层轨道
inner orbital coordination compound,,[化] 内轨配位化合物; 内轨络合物
inner orbital mechanism,,[化] 内轨机理
inner packing,,[经] 内包装
inner parts,,[化] 内件
inner perforated bowl,,[化] 带孔内转鼓
inner phase,,[医] 内相
inner pipe nozzle,,[化] 管程接管口
inner planet,, 带内行星
inner point,,[计] 内点
inner product,,[计] 内积
inner product computer,,[计] 内积计算机
inner product generator,,[计] 内积产生程序
inner quantum number,,[化] 内量子数
inner race,,[化] 内套; 内座圈
inner reserve,,[经] 内部储备
inner resource,,[网络] 内在资源；内在资粮
inner resources,,"智力,能力"
inner ring,,[化] 内圈
inner safety-valve,,[化] 内装式安全阀
inner salt,,[化] 内盐
inner shell,,[化] 内壳层
inner space,,[化] 内部空间
inner sphere complexation,,[化] 内层配位; 内层络合
inner sphere mechanism,,[化] 内层机理
inner storage,,[计] 内存储器
inner strain,,[化] 内应变
inner surface,,[医] 内表面(皮)
inner swell,,[机] 内模胀大
inner syntax,,[计] 内语法
inner table,,[医] 内板(颅骨)
inner tank,,[化] 内罐; 内筒
inner temple,,[法] 内殿法律学院
inner track,,[计] 内磁道
inner transition element,,[化] 内过渡元素
inner tube,,[机] 内胎
inner tubule,,[医] 内细管(中肾)
inner viscosity,,[化] 结构粘度
inner volume,,[化] 内水体积
inner width,,[化] 内部宽度; 内隙
inner zone,,[医] 内带(后肾)
inner-cities,plural of inner-city,"(inner-city 的复数) n. （居民拥挤, 住屋破旧的）市中心平民区\na. 市中心的"
inner-city,,"n. （居民拥挤, 住屋破旧的）市中心平民区\na. 市中心的"
inner-directed,,"a. 有自己的看法的, 不随俗"
inner-orbital complex,,[化] 内轨型络合物
inner-orbital configuration,,[化] 内轨型(构型)
inner-party,, 党内
inner-shell electrons,,[化] 内层电子
inner-shell ionization,,[化] 内壳电离; 内壳层电离作用
inner-sphere complex,,[化] 内层络合物
innerly,adv. More within.,内心地\n内部地\n里面地
innermost,s being deepest within the self\ns situated or occurring farthest within,"a. 内心的, 秘密的, 最深处的"
innermost DO range,,[计] 最内层的循环区域
innermost electron shell,,[化] 最内电子壳层
innermost layer,,[计] 最内层
innermost loop,,[计] 最内层循环
inners,,"内部, 里面（inner的复数形式）"
innersole,n the inner sole of a shoe or boot where the foot rests,"n. 鞋内底, 鞋垫"
innerspace,, 惊异大奇航
innerspring,,a. 内装弹簧的
innerstress,,[化] 内应力
innervate,v. supply nerves to (some organ or body part)\nv. stimulate to action,"vt. 使受神经支配, 使神经分布于"
innervated,v supply nerves to (some organ or body part)\nv stimulate to action,"a. [医]神经支配的\nv. 使受神经支配, 促使（器官、肌肉等的）活动( innervate的过去式和过去分词 )"
innervates,v supply nerves to (some organ or body part)\nv stimulate to action,"vt. 使受神经支配, 促使（器官、肌肉等的）活动（innervate的第三人称单数形式）"
innervating,v supply nerves to (some organ or body part)\nv stimulate to action,"v. 使受神经支配, 促使（器官、肌肉等的）活动( innervate的现在分词 )"
innervation,n. the distribution of nerve fibers to an organ or body region,"n. 神经分布, 神经支配, 运动感觉\n[医] 神经支配, 神经分布"
innervation apraxia,,"[医] 运动性运用不能, 运动性失用"
innervations,plural of innervation\nn. the distribution of nerve fibers to an organ or body region,"(innervation 的复数) n. 神经分布, 神经支配, 运动感觉\n[医] 神经支配, 神经分布"
innerve,"v. t. To give nervous energy or power to; to give increased\n   energy,force,or courage to; to invigorate; to stimulate.","v. 刺激神经, 鼓舞,使活跃"
innerved,imp. & p. p. of Innerve,"v. 刺激神经, 鼓舞, 使活跃( innerve的过去式和过去分词 )"
innerving,p. pr. & vb. n. of Innerve,"v. 刺激神经, 鼓舞, 使活跃( innerve的现在分词 )"
Innes,,英尼斯（人名）
Inness,,"英尼斯 (①姓氏 ②George, 1825-1894, 美国画家)"
innholder,n. One who keeps an inn.,"n. (=innkeeper)客栈老板, 旅店店主"
innholders,plural of innholder\nn. One who keeps an inn.,"(innholder 的复数) n.(=innkeeper)客栈老板, 旅店店主"
innidiation,,"[医] 移生, 移地发育"
Innigkeit,,"n. (仅用于音乐中)诚恳热烈,感情深度"
inning,n. (baseball) one of nine divisions of play during which each team has a turn at bat,"n. 一局, 挨次轮换, 执政期, 围垦"
innings,n. the batting turn of a cricket player or team,"n. 局, 回合, 盘, 一局, 当权期间"
inninmorite,,斑玄武岩
innis,,河口岛
innisfree,, [地名] [加拿大] 因尼斯弗里
Inniskilling,,恩尼斯基伦[英国北爱尔兰西南部城市](弗马纳郡首府)
Inniskillings,plural of Inniskilling,(Inniskilling 的复数) 恩尼斯基伦[英国北爱尔兰西南部城市](弗马纳郡首府)
inniss,, [人名] 英尼斯
innit,,int. 是不是；对不对
innkeeper,n the owner or manager of an inn,"n. 小旅馆老板, 客栈老板"
innkeepers,n. the owner or manager of an inn,"n. 旅店老板, 客栈掌柜( innkeeper的复数形式 )"
innkholder,,"n. 小旅馆老板, 客栈老板"
inno,,abbr. intelligent network network operator 智能网网络运营商
innocalation,,人工晶体的成核
innoccent,,a. 无辜
innocence,n. a state or condition of being innocent of a specific crime or offense,"n. 无罪, 无知, 天真无邪\n[法] 无罪, 无罪的人, 清白无辜者"
innocence or guiltiness,,[法] 无罪或有罪
innocency,n an innocent quality or thing or act,"n. 无罪, 洁白"
innocense,,[网络] 同楼主讲的男仔咁
innocent,n. a person who lacks knowledge of evil\na. free from evil or guilt\ns. lacking intent or capacity to injure\ns. lacking in sophistication or worldliness,"a. 无罪的, 不懂事的, 无知的\nn. 天真的人, 笨蛋"
innocent agent,,[法] 无辜的帮凶
innocent homicide,,"[法] 无辜杀人, 非故意杀人"
Innocent III,,"un. 英诺森三世(1161—1216,于1198—1216为教皇)\n[网络] 教皇英诺森三世；教宗英诺森三世；教宗依诺森三世"
innocent mispresentation,,"[经] 无意的假报, 非蓄意的假象"
innocent misrepresentation,,[法] 善意的错误陈述
innocent omission,,[法] 无意遗漏
innocent passage,,[法] 无害通过
innocent purchase,,[法] 善意购得
innocent tumor,,[医] 良性瘤
Innocent VIII,,[网络] 教皇英诺森八世；依诺可基八世；教宗依诺森八世
Innocent XI,,"un. 英诺森十一世(1611—1689,于1676—1689任教皇)\n[网络] 教皇印诺深十一；诺增爵十一世；无辜的第十一"
Innocent XII,,[网络] 依诺森十二世；依诺可基十二世；第十二无辜
innocent-looking,,adj. 看上去无恶意的; 看上去无害的
innocente,, （音乐术语）纯洁地
innocently,r. in a not unlawful manner\nr. in a naively innocent manner,adv. 纯洁地；无罪地
innocents,n. a person who lacks knowledge of evil,n. 无辜者（尤指天真无邪的孩子）( innocent的复数形式 )
Innocents' Day,,[网络] 愚人节；西班牙愚人节
Innocua,,[医] 无毒蛇
innocuity,n. Innocuousness.,"n. 无害, 无伤大雅的言行"
innoculation,, [医]接种
innoculations,plural of innoculation,(innoculation 的复数)  [医]接种
innocuous,a. not injurious to physical or mental health\ns. not causing disapproval,"a. 无害的, 无伤大雅的\n[医] 无害的, 良性的"
innocuous substance,,[化] 无害物质
innocuously,,adv. 无害地；无毒地
innocuousness,,n. 无害;无毒
innominatal,,[医] 无名的
innominate,"a. Having no name; unnamed; as, an innominate person or\n   place.\na. A term used in designating many parts otherwise\n   unnamed; as, the innominate artery, a great branch of the arch of the\n   aorta; the innominate vein, a great branch of the superior vena cava.","a. 无名的, 匿名的\n[医] 无名的"
innominate aneurysm,,[医] 无名动脉[动脉]瘤
innominate artery,, 无名动脉
innominate bone,,[医] 髋骨
innominate cartilage,,[医] 环状软骨
innominate contract,,[法] 无名契约
innominate foramina,,[医] 岩浅小神经管内口
innominate fossae,,[医] 无名窝(杓状会厌襞与假声带间凹)
innominate glands,,"[医] 无名腺(处女膜痕,下泪腺)"
innominate vein,, 无名静脉
innominatum,,"髋骨, 无名骨"
innotate,,(=innotatus)无斑的
innova,,n. 英诺华（公司名）
innovaion,,n. 新着
innovate,v bring something new to an environment,"vi. 改革, 创新"
innovate in,,对...革新
innovate in techniques,,[经] 在工艺上革新
innovated,imp. & p. p. of Innovate,"v. 改革, 创新( innovate的过去式和过去分词 ); 引入（新事物、思想或方法）, "
innovates,v bring something new to an environment,"v. 改革, 创新( innovate的第三人称单数 ); 引入（新事物、思想或方法）, "
innovating,v bring something new to an environment,"v. 改革, 创新( innovate的现在分词 ); 引入（新事物、思想或方法）, "
innovation,n a creation (a new device or process) resulting from study and experimentation\nn the creation of something in the mind\nn the act of starting something for the first time; introducing something new,"n. 改革, 创新\n[法] 创新, 改革, 刷新"
innovation cost,,[经] (技术)革新成本
innovation research,,[法] 创新研究
innovational,s being or producing something like nothing done or experienced or created before,"a. 革新的, 富有革新精神的"
innovationist,n. One who favors innovation.,"n. 主张革新者, 改革派"
innovations,n. a creation (a new device or process) resulting from study and experimentation\nn. the creation of something in the mind\nn. the act of starting something for the first time; introducing something new,n. 改革( innovation的复数形式 ); 新观念; 新事物; 新设施
innovations process,,[计] 更新过程
innovative,s. being or producing something like nothing done or experienced or created before,"a. 革新的, 创新的, 富有革新精神的"
innovative decision,,[经] 革新决策
innovatively,,adv. 创新地
innovativeness,n. originality by virtue of introducing new ideas, 创新性
innovator,n someone who helps to open up a new line of research or technology or art,"n. 改革者, 创新者"
innovators,n. someone who helps to open up a new line of research or technology or art,n. 改革者( innovator的复数形式 ); 刷新者
innovatory,,a. 革新的
innoxious,s. having no adverse effect,"a. 无害的, 无毒的\n[医] 无害的"
innoxious substance,,[化] 无害物质
inns,n a hotel providing overnight lodging for travelers,abbr. 国际神经网络协会（International Nerve Network Society）
Innsbruck,n. city in southwestern Austria; known as a summer and winter resort,因斯布鲁克[奥地利西部城市]
innuendo,n an indirect (and usually malicious) implication,"n. 讽刺, 暗讽\nvi. 说讽刺话\nvt. 暗示"
innuendoes,n. an indirect (and usually malicious) implication,n. 影射的话( innuendo的复数形式 ); 讽刺的话; 含沙射影; 暗讽
innuendos,plural of innuendo\nn an indirect (and usually malicious) implication,"(innuendo 的复数) n. 讽刺, 暗讽\nvi. 说讽刺话\nvt. 暗示"
innuit,n. An Eskimo.,"n. （美洲爱斯基人的）伊努伊特族, （语）伊努伊特人"
innumerability,n. State of being innumerable.,"n. 无数, 数不清"
innumerable,s too numerous to be counted,"a. 无数的, 数不清的"
innumerableness,,[网络] 无可比拟
innumerably,,adv. 数不清地;无数地
innumeracy,,"n. 无数学和自然科学知识,数学盲,(自然)科学盲"
innumerate,a lacking knowledge and understanding of mathematical concepts and methods,"a. & n. 不懂数学和自然科学的（人）, 数学[科学]盲（的）"
innumerous,s too numerous to be counted,"a. 数不清的, 无数的"
innutrient,,"a. 营养不良的, 缺乏营养的"
innutrition,n. Want of nutrition; failure of nourishment.,n. 营养不良\n[医] 营养缺乏
innutritious,a. Not nutritious; not furnishing nourishment.,a. 缺少养分的
innutritive,a. Innutritious.,"a. 缺乏养分的, 营养不良的"
ino,,n. 进气阀打开
ino-,,[医] 纤维
ino-endothelioma,,[医] 纤维内皮瘤
ino-epithelioma,,"[医] 纤维上皮瘤, 纤维上皮癌"
inoblast,,"成结缔(组)织细胞, 成纤维细胞"
inobservance,a. Want or neglect of observance.,"n. 不注意, 疏忽, 不遵守"
inobservancy,,n. 忽视
inobservant,a. Not observant; regardless; heedless.,"a. 不注意的, 疏忽的, 不遵守的"
inobtrusive,a. Not obtrusive; unobtrusive.,"a. 客气的, 谦虚的,不冒失的"
INOC,,网际网网络操作中心
inocarcinoma,,"纤维癌, 硬癌"
inoccipitia,,[医] [脑]枕叶缺失
inoccupation,n. Want of occupation.,n. 无职业
inoceramus,"n. An extinct genus of large, fossil, bivalve\n   shells,allied to the mussels. The genus is characteristic of the\n   Cretaceous period.","n. 蛣蛤, 迭瓦蛤属（inoceramu复数）"
inochondritis,,[医] 纤维软骨炎
inochondroma,,[医] 纤维软骨瘤
Inocor,,[网络] 氨力农
inocula,n a substance (a virus or toxin or immune serum) that is introduced into the body to produce or increase immunity to a particular disease,n. 接种物\n[医] 接种物
inoculability,n. The qual ity or state of being inoculable.,"n. [医]接种, 注射"
inoculable,"a. Capable of being inoculated; capable of communicating\n   disease, or of being communicated, by inoculation.","a. [医]可接种的, 可用作接种的"
Inoculant,n. a substance (a virus or toxin or immune serum) that is introduced into the body to produce or increase immunity to a particular disease,[机] 接种剂
Inoculants,plural of Inoculant\nn. a substance (a virus or toxin or immune serum) that is introduced into the body to produce or increase immunity to a particular disease,(Inoculant 的复数) [机] 接种剂
inocular,a. Inserted in the corner of the eye; -- said of the antenn/\n   of certain insects.,围眼
inoculate,v. introduce an idea or attitude into the mind of\nv. introduce a microorganism into\nv. insert a bud for propagation,"vt. 接种, 嫁接\n[医] 接种"
inoculate against,,接种预防
inoculate with,,灌输
inoculated,v introduce an idea or attitude into the mind of\nv introduce a microorganism into\nv perform vaccinations or produce immunity in by inoculation\nv insert a bud for propagation\nv impregnate with the virus or germ of a disease in order to render immune,v. 给…做预防注射( inoculate的过去式和过去分词 )
inoculated cast iron,,[机] 接种铸铁
inoculates,v introduce an idea or attitude into the mind of\nv introduce a microorganism into\nv perform vaccinations or produce immunity in by inoculation\nv insert a bud for propagation\nv impregnate with the virus or germ of a disease in order to render immune,n. 给…做预防注射( inoculate的名词复数 )\nv. 给…做预防注射( inoculate的第三人称单数 )
inoculating,n. the act of protecting against disease by introducing a vaccine into the body to induce immunity,[计] 籽的
inoculating crystal,,[计] 籽晶\n[化] 晶种; 籽晶
inoculation,n. taking a vaccine as a precaution against contracting a disease,"n. 灌输, 接种\n[化] 接种"
inoculation knife,,[医] 种痘刀
inoculation smallpox,,"[医] 接种痘, 接种天花"
inoculation syringe,,[医] 接种注射器
inoculation tests,,[医] 接种试验
inoculations,n. taking a vaccine as a precaution against contracting a disease,n. [医] 接种；接木；接插芽
inoculative,, [医]接种的
inoculative transmission,,[医] 接种传播
inoculator,n. a medical practitioner who inoculates people against diseases,"n. 接种者, 注射者\n[医] 接种员, 接种器"
inoculators,plural of inoculator\nn. a medical practitioner who inoculates people against diseases,"(inoculator 的复数) n. 接种者, 注射者\n[医] 接种员, 接种器"
inoculum,n a substance (a virus or toxin or immune serum) that is introduced into the body to produce or increase immunity to a particular disease,n. 接种体\n[化] 接种物; 培养液
inocystoma,,纤维囊瘤
inocyte,,纤维细胞
Inodes,,纤维棕榈属
inodorous,a having no odor,a. 无气味的\n[化] 无气味的; 无臭的
inoffensive,a. not causing anger or annoyance\na. giving no offense,"a. 无害的, 不触犯人的, 不讨厌的"
inoffensive navigation,,[法] 无害航行
inoffensive passage,,[法] 无害通行
inoffensively,r in a not unpleasantly offensive manner,adv. 无害地；不伤害人地
inoffensiveness,,n. inoffensive（无害的）的变形
