word,definition,translation
melampyrit,,卫矛醇
melampyrite,n. The saccharine substance dulcite; -- so called because\n   found in the leaves of cowwheat (Melampyrum). See Dulcite.,卫茅(己六)醇
melan,,草木犀浆
melan-,,(=melano-) 表示“黑的”之义(用于元音之前)
melana,, [医]黑粪病
melanaemia,n. A morbid condition in which the blood contains black\n   pigment either floating freely or imbedded in the white blood\n   corpuscles.,"[医]黑色素血症, 血色沉着病"
Melanau,,[网络] 马兰诺族；拉瑙族；马拉诺族
melancholia,n. extreme depression characterized by tearful sadness and irrational fears,n. 忧郁症\n[医] 忧郁症
melancholia attonita,,"[医] 迟钝性忧郁症, 木僵性忧郁症"
melancholia hypochondriaca,,[医] 疑病性忧郁症
melancholia menstrualis,,[医] [月]经期忧郁症
melancholia metamorphosis,,[医] 变形性忧郁症
melancholia misanthropica,,[医] 嫌人性忧郁症
melancholia nostalgica,,[医] 怀乡性忧郁症
melancholia persecutionis,,[医] 被迫害忧郁症
melancholia praesenilis,,[医] 初老期忧郁症
melancholia recurrens,,[医] 返复性忧郁症
melancholia religiosa,,[医] 宗教性忧郁症
melancholia simplex,,[医] 单纯性忧郁症
melancholia with delirium,,[医] 谵妄性忧郁症
melancholiac,n someone subject to melancholia,a. 患忧郁症的\nn. 忧郁症患者
melancholias,plural of melancholia\nn. extreme depression characterized by tearful sadness and irrational fears,(melancholia 的复数) n. 忧郁症\n[医] 忧郁症
melancholic,n. someone subject to melancholia,n. 忧郁症患者\na. 忧郁的
melancholic insanity,,[医] 忧郁性精神病
melancholic temperament,,[医] 忧郁质
melancholics,n. someone subject to melancholia,n. 忧郁症患者( melancholic的复数形式 )
melancholicus stupor,,[医] 忧郁性木僵
melancholily,adv. In a melancholy manner.,adv. melancholy的变形
melancholiness,n. The state or quality of being melancholy.,n. melancholy的变形
melancholious,a. Melancholy.,n. [医]忧郁症患者\na. 忧郁的
melancholiously,,[网络] 忧郁的
melancholy,n. a feeling of thoughtful sadness\nn. a constitutional tendency to be gloomy and depressed\ns. characterized by or causing or expressing sadness,"n. 忧郁, 悲哀, 愁思\na. 忧郁的, 使人悲伤的, 愁思的"
melancholy thistle,,[网络] 忧郁蓟
Melanchthon,n. German theologian and Luther's successor as leader of the Reformation in Germany (1497-1560),n. (Melanchthon)人名；(英)梅兰克森；(德)梅兰希通
Melanchthonist,,[网络] 黑洞学家
Melanconiaceae,,[微]黑盘孢科
Melanconiales,,[微]黑盘孢目
melander,, [人名] 梅兰德
Melandryidae,,[动]长朽木甲科
Melandryum,,[医] 王不留行属
Melandryum apricum Roxb.,,[医] 女萎菜(石竹科)
melanedema,,"[医] 炭末沉着病, 炭肺"
melanemesis,,[医] 黑色呕吐
melanemia,,[医] 黑血[症]
melanephidrosis,,[医] 黑汗[症]
Melanerpes erythrocephalus,,[网络] 红头啄木鸟
Melanesia,n. the islands in the southwestern part of Oceania,"n. 美拉尼西亚人, 美拉尼西亚语"
Melanesian,a. of or relating to Melanesia or its people or culture,a. 美拉尼西亚的\nn. 美拉尼西亚
Melanesians,plural of Melanesian\na. of or relating to Melanesia or its people or culture,(Melanesian 的复数) a. 美拉尼西亚的\nn. 美拉尼西亚
melange,n a motley assortment of things,n. 混合物
melangery,,[网络] 恶魔
melanges,,n. 混合物( melange的名词复数 ); 大杂烩; 杂乱的一群; 混色纱
melangeur,,"[法](糖果食品工业中用的)搅和器, 调和器, [医]血液稀释管, 血液混合管"
melangolo,,[意][植]苦橙
Melania,,[医] 川蜷螺属
Melania lilbertina,,[医] 川蜷螺(肺吸虫的第一中间宿主)
melanian,"n. One of a family of fresh-water pectinibranchiate\n   mollusks, having a turret-shaped shell.","a. 黑色人种的, 黑色素的"
melanic,a. Melanotic.\na. Of or pertaining to the black-haired races.,n. [医]黑变(病)者\na. 黑色的
melanicterus,,"[医] 黑色黄疸, 温克耳氏病"
melanidrosis,,[医] 黑汗[症]
melanie,,n. 梅勒妮（女子名）
Melanie Klein,,[网络] 克莱因；梅兰妮·克莱因；克莱恩
melaniferous,,a. (毛发等)含黑素的
melaniferous phagocyte,,[医] 吞[血液]色素噬细胞
Melaniidae,,黑螺科
melaniline,"n. A complex nitrogenous hydrocarbon obtained artificially\n   (as by the action of cyanogen chloride on aniline) as a white,\n   crystalline substance; -- called also diphenyl guanidin.","(=diphenylguanidine)蜜苯胺, 对称二苯胍"
melanin,n. insoluble pigments that account for the color of e.g. skin and scales and feathers,n. 黑色素\n[化] 黑素
melanin thesaurismosis,,"[医] 黑素贮积病, 阿狄森氏病"
melanine,,[化] 黑素
melanins,plural of melanin\nn. insoluble pigments that account for the color of e.g. skin and scales and feathers,(melanin 的复数) n. 黑色素\n[化] 黑素
melanise,,[网络] 母亲
melanism,n a condition characterized by abnormal deposits of melanin (especially in the skin),"n. 黑变病\n[医] 黑变病, 黑素沉着病"
melanisms,plural of melanism\nn a condition characterized by abnormal deposits of melanin (especially in the skin),"(melanism 的复数) n. 黑变病\n[医] 黑变病, 黑素沉着病"
melanistic,a. Affected with melanism; of the nature of melanism.,带黑色的
melanite,n. A black variety of garnet.,n. [矿]黑榴石
melanitic,,a. melanite的变形
Melanitta,,[网络] 海番鸭属
Melanitta nigra,,[网络] 黑海番鸭
melanization,, 黑化作用
melanize,"v convert into, or infiltrate with melanin\nv make or become black",黑化
melanized,,黑化的
melano-,,表示“黑的”之义
melano-epithelioma,,[医] 黑素上皮癌
melanoameloblastoma,,黑素成釉细胞瘤
melanoblast,n an epidermal cell that is a precursor of a melanocyte,n. [生]成黑素细胞
melanoblastoma,,n. [医]成黑素细胞瘤
melanoblastosis,,[医] 成黑素细胞增多病
melanocancroid,,[医] 黑素角化癌
melanocarcinoma,,n. [医]黑(素)癌
melanocerite,,[矿]黑稀土矿
melanochalcite,,n. 杂黑铜孔雀石
Melanochroi,"n. pl. A group of the human race, including the dark\n   whites.",淡黑白色人种(高加索人种中黑发苍颜的种族)
melanochroic,a. Having a dark complexion; of or pertaining to the\n   Melanochroi., [医]暗色的
melanochroous,,"[医] 面色黑的, 黑肤的"
melanocomous,a. Having very dark or black hair; black-haired.,[医] 黑毛发的
melanocratic,,暗色的
melanocyte,n. a cell in the basal layer of the epidermis that produces melanin under the control of the melanocyte-stimulating hormone,[医] 黑素细胞
melanocyte stimulating hormone (MSH),,[化] 促黑激素; 促黑素细胞激素
melanocyte-stimulating hormone,,[医] 促黑素细胞激素
melanocytes,plural of melanocyte\nn. a cell in the basal layer of the epidermis that produces melanin under the control of the melanocyte-stimulating hormone,(melanocyte 的复数) [医] 黑素细胞
melanocytic,, [医]黑素细胞的，由黑素细胞组成的
melanocytoma,,[医]黑素细胞瘤
melanocytosis,,[医]黑素细胞增多症
melanoderm,,"n. 黑种人,黑人"
melanoderma,n abnormally dark skin caused by increased deposits of melatonin,黑皮病
melanoderma cachecticorum,,[医] 恶病质性黑皮病
melanodermatitis,,[医] 黑皮炎
melanodermatitis toxica lichenoides,,[医] 中毒性苔癣状黑皮炎
melanodermia,,"白斑病, 白色角化病"
melanodermic,,[医] 黑皮的
melanoflocculation,,[医] 黑素絮凝反应(检疟疾)
melanofloculation tests,,[医] 黑素絮凝试验(检疟疾)
melanogallic acid,,[医] 黑鞣酸
melanogen,,黑素原
melanogenesis,,n. [生化]黑素生成
melanogenic,,[医] │黑素成成的
melanoglosia,,[医]黑舌
melanoglossia,,[医] │黑舌[病]
Melanogrammus,,[网络] 黑线鳕属
Melanogrammus aeglefinus,,[网络] 黑线鳕；黑斑鳕鱼；黑线鳕鱼
melanoid,,"a. 黑变病的\n[医] │类黑素, 人造黑素, 黑素样的"
Melanoides,,[医] │拟黑螺属(并殖吸虫宿主)
melanoidin,,蛋白黑素
Melanolestes picipes,,[医] │刺唇锥蝽
melanoleukoderma,,"[医] │黑白皮病, 黑白斑"
melanoleukoderma colli,,"[医] │颈部黑白皮病, 颈部梅毒白斑病"
melanoliberin,,促黑激素释放素
melanoma,n. any of several malignant neoplasms (usually of the skin) consisting of melanocytes,"n. 黑瘤\n[医] │黑瘤, 黑素瘤"
melanomalignancy,,[医] │恶性黑瘤
melanomas,n any of several malignant neoplasms (usually of the skin) consisting of melanocytes,黑瘤
melanomata,n any of several malignant neoplasms (usually of the skin) consisting of melanocytes,黑瘤
melanomatosis,,"[医]黑素瘤病, 黑瘤病"
melanomatous,, [医]黑瘤的，黑素瘤的
melanomyces,,[医] │黑霉菌
melanomycin,,黑质霉素
melanonychia,,[医] │黑甲
melanopathy,,[医] │黑变病
melanophage,,[医]噬黑色素细胞
melanophlogite,,[矿]硫方英石
melanophore,,n. [生](尤指鱼类、 两栖动物和爬虫的)载黑素细胞
melanophore expansion,,[医] 黑素细胞扩张
melanophore hormone,,[医] 促黑素细胞激素
melanophore stimulating hormone (MSH),,[化] 促黑激素; 促黑素细胞激素
melanophore-affecting hormone,,[医] 促黑素细胞激素
melanophore-dilating principle,,[机] 促黑激素
melanophore-dispersing hormone,,[医] 促黑素细胞激素
melanophore-expanding peptide,,[化] 促黑扩张肽; 促黑素细胞扩张肽
melanophoric hormone,,[化] 促黑素细胞激素
melanophorin,,[医] │黑素细胞刺激素(一种假定的物质)
melanoplakia,,黑斑病; 口粘膜黑斑
Melanoplus,,[网络] 黑蝗属；蚱蜢的一种
melanoprecipitation,,[医] │黑素沉淀反应
melanoprotein,,[生化]黑素蛋白
melanoptysis,,黑色痰液; 咳黑痰
melanorosaurid,,[网络] 黑色龙骨
melanorrhagia,,[医] │黑粪症
melanorrhea,,[医] │黑粪症
melanosarcoma,,[医]黑素肉瘤
melanosarcomatosis,,"[医] │黑肉瘤病, 黑素肉瘤病"
melanoscirrhus,,"[医] │黑硬癌, 黑[素]癌"
melanoscope,"n. An instrument containing a combination of colored\n   glasses such that they transmit only red light, so that objects of\n   other colors, as green leaves, appear black when seen through it. It is\n   used for viewing colored flames, to detect the presence of potassium,\n   lithium, etc., by the red light which they emit.", 红外线镜
melanose,,[植]黑变病
melanosed,,[医] │黑变病的
melanosis,n. a condition characterized by abnormal deposits of melanin (especially in the skin),"n. 黑变病\n[医] │黑变病, 黑素沉着病"
melanosis coli,,[医] │结肠黑变病
melanosis corii degenerative,,[医] │变性真皮黑变病
melanosis iridis,,[医] │虹膜黑变病
melanosis lenticularis progressiva,,"[医] │进行性豆状黑变病, 着色性干皮病"
melanosis sclerae,,[医] │巩膜黑变病
melanosity,,[医] │面黝黑
melanosome,,n. [生]黑(色)素体
melanospermous,,黑色种子的
melanosporin,,黑孢链菌素
melanosporous,,具黑孢子的
melanostatin,,促黑激素抑制素
melanostibian,,黑锑铁锰矿
melanotekite,,硅铅铁矿
melanothallite,,羟氯铜矿
melanotic,a. Melanistic.,"a. 以黑色素为特征的, 黑变病的\n[医] │黑变病的, 黑色素沉着病的"
melanotic cancer,,[医] 黑[色]素瘤
melanotic carcinoma,,[医] 黑色素癌
melanotic pigment,,[医] 黑[色]素
melanotic sarcoma,,[医] 黑[素]肉瘤
melanotic whitlow,,[医] 黑变性瘭疽
Melanotis,,[网络] 栗喉鵙鹛；黑耳矮松鼠；黑颊黄腹梅花雀
Melanotis caerulescens,,[网络] 蓝嘲鸫
melanotrichia,,"[医] │毛黑变, 黑毛发"
melanotrichia linguae,,[医] │黑舌[病]
melanotrichous,,[医] │黑毛发的
melanotroph,,促黑素细胞激素细胞
melanotropic,,[医] │向黑[色]素的
melanotropin,,促黑细胞激素
melanous,,黑肤黑发的
melanovandite,,[矿]黑钙钒矿
melanson,, [人名] 梅兰森
melanterite,n. A hydrous sulphate of iron of a green color and\n   vitreous luster; iron vitriol.,水绿矾
Melanthiaceae,,[网络] 黑药花科；樱井草科；藜芦科
melanthin,,[医] │毛莨籽皂素
melantine,,三聚氰酰胺树脂
Melantine FN,,[化] (商)水溶性三聚氰酰胺-甲醛树脂(用于防皱纺织品)
melanunia,,黑素尿
melanuria,,[医]黑素尿
melanuric,"a. Pertaining to, or designating, a complex nitrogenous\n   acid obtained by decomposition of melam, or of urea, as a white\n   crystalline powder; -- called also melanurenic acid.",[医] │黑尿的
melanuric acid,,[化] 异氰尿酰亚胺; 黑尿酸
melanuric fever,,"[医] 黑尿热, 黑水热"
melanurin,,[医] │尿黑质
melany,, 梅兰妮（人名）
melaphyre,"n. Any one of several dark-colored augitic, eruptive rocks\n   allied to basalt.",n. [地]暗玢岩
melar,, [地名] [冰岛] 梅拉尔
melarsen,,蜜胺基苯胂酸
melarsoprol,,[化] 美拉胂醇; 米拉索普
melas,plural of mela,(mela 的复数) n. 梅拉（女子名）
melasicterus,,"[医] │黑色黄疸, 温克耳氏病"
Melasidae,,[动]隐唇叩头甲科
melasma,n a tan discoloration of a woman's face that is associated with pregnancy or with the use of oral contraceptives,[医] │黑斑病
melasma addisonii,,[医] │阿狄森氏[黑斑]病
melasma gravidarum,,[医] │妊娠期黑斑病
melasma suprarenale,,"[医] │肾上腺性黑斑病, 阿狄森氏病"
melasma universale,,[医] │全身黑斑病
melasol,,白千层油乳剂
melasome,,暗色体
melassic acid,,"[医] 糖蜜酸, 糖滓酸"
melassigenic,,形成糖蜜的
Melastoma,,[网络] 野牡丹属；痕迹；野牡丹科
Melastoma malabathricum,,[网络] 野牡丹；野牡丹科植物野牡丹；狭叶野牡丹
Melastomaceae,,[网络] 野牡丹科；日科
Melastomataceae,,[网络] 野牡丹科；野牡丹科植物；野牡蚪科
melastomataceous,,[网络] 梅花科
Melastomatceae,,[植]野牡丹科
melastome,,[植]野牡丹科植物的
melatonin,n. hormone secreted by the pineal gland,[化] 褪黑激素; N-乙酰-5-甲氧基色胺
melatope,,"光轴点, [pl. ]光轴影"
melb,,abbr. melibiose 蜜二糖
Melba,n. Australian operatic soprano (1861-1931),梅尔巴(女子名) Nellie 内利梅抱(1861-1931)澳大利亚花腔女高音歌唱家
melba finch,,[网络] 梅巴雀
melba toast,,"n. 梅尔巴吐司, 烤得很脆的面包片"
melbine,,降糖片
melbinum,,降糖片; 二甲双胍
Melbourne,n. a resort town in east central Florida\nn. the capital of Victoria state and 2nd largest Australian city; a financial and commercial center,n. 墨尔本
Melburnian,,n. (澳大利亚)墨尔本人 \na. (澳大利亚)墨尔本(人)的
melby,, [人名] 梅尔比; [地名] [丹麦、美国、英国] 梅尔比
melbye,, [人名] 梅尔比
melcher,, [人名] 梅尔彻; [地名] [美国] 梅尔彻
melchers,, 梅尔彻斯（姓氏）; [人名] 梅尔彻斯
melchert,, [人名] 梅尔彻特
Melchiades,,", Saint 圣梅尔凯亚迪兹(即 Miltiades, Saint)"
Melchior,n. United States operatic tenor (born in Denmark) noted for his Wagnerian roles (1890-1973)\nn. (New Testament) one of the three sages from the east who came bearing gifts for the infant Jesus; usually represented as a king of Nubia,n. [宗]梅尔基奥(朝拜婴孩耶稣的三博士之一)
melchite,"n. One of a sect, chiefly in Syria and Egypt, which\n   acknowledges the authority of the pope, but adheres to the liturgy and\n   ceremonies of the Eastern Church.",n. 【宗教】；(古埃及、古叙利亚等的)正宗东方基督教徒\na. (古埃及、古叙利亚等的)正宗东方基督教徒的；东仪天主教徒的[亦作 Melkite]
melchites,"plural of melchite\nn. One of a sect, chiefly in Syria and Egypt, which\n   acknowledges the authority of the pope, but adheres to the liturgy and\n   ceremonies of the Eastern Church.",(melchite 的复数) n. 【宗教】；(古埃及、古叙利亚等的)正宗东方基督教徒\na. (古埃及、古叙利亚等的)正宗东方基督教徒的；东仪天主教徒的[亦作 Melkite]
Melchizedek,,麦基冼德[撒冷的国王及祭司]
Melchizedekian,,[网络] 麦基洗德派
melchor,, [人名] 梅尔乔; [地名] [墨西哥] 梅尔乔
meld,v. announce for a score; of cards in a card game,"v. 混合, 合并"
melda,, [人名] 梅尔达
meldahl,, [人名] 梅尔达尔
melded,v. announce for a score; of cards in a card game\nv. lose its distinct outline or shape; blend gradually\nv. mix together different elements,vi. 合并；混合\nvt. 使…合并；使…混合\nn. 结合；融合
meldewy,,"a. 发霉的, 发了霉似的"
melding,v announce for a score; of cards in a card game\nv lose its distinct outline or shape; blend gradually\nv mix together different elements,vt. 融合；使结合（meld的现在分词）；使合并\nvi. 结合（meld的现在分词）；合并
meldometer,,[Z](测溶点用的)高温温度计
Meldrum,,n. (Meldrum)人名；(英)梅尔德伦
Meldrum's acid,,[化] 麦德鲁姆酸
melds,n. a form of rummy using two decks of cards and four jokers; jokers and deuces are wild; the object is to form groups of the same rank\nv. announce for a score; of cards in a card game\nv. lose its distinct outline or shape; blend gradually,vi. 合并；混合\nvt. 使…合并；使…混合\nn. 结合；融合
mele,,n. 夏威夷歌曲(或旋律)
Meleager,,"n. [希神]梅利埃格(阿尔戈诸英雄之一,杀死卡莱敦的野猪)"
Meleagrididae,n turkeys and some extinct forms,[动]吐绶鸡科
meleagrine,a. Of or pertaining to the genus Meleagris.,珠母
Meleagris,,[网络] 火鸡属；珠鸡；珠鸡属
Meleagris gallopavo,,[网络] 普通火鸡；野生火鸡；吐绶鸡
Meleda disease,,"[医] │梅勒达病, 家族性掌跖角化过度[症]"
melee,n. a noisy riotous fight,"n. 互殴, 激烈的论战, 混战"
melees,n. a noisy riotous fight,n. <主文> 混战( melee的复数形式 ); 乱战; 混乱; 混乱的人群
meleis,, [人名] 梅莱斯
melek,,n. (Melek)人名；(土、西)梅莱克
melem,,[化] 蜜勒胺
melena,n abnormally dark tarry feces containing blood (usually from gastrointestinal bleeding),n. [医]黑粪症
melena neonatorum,,[医] │新生儿黑粪症
melena spuria,,[医] │假性黑粪症(吮乳头裂伤之血而有黑粪)
melena vera,,[医] │真性黑粪症
melendez,, [人名] 梅伦德斯
melene,"n. An unsaturated hydrocarbon, C30H60, of the ethylene series,\n   obtained from beeswax as a white, scaly, crystalline wax; -- called\n   also melissene, and melissylene.","蜂花烯, 三十碳烯"
melenemesis,,[医] │黑色呕吐
melengestrol,,[化] 美仑孕酮; 甲烯雌醇
melenic,,[医] │黑粪的
meles,plural of mele,(mele 的复数) n.夏威夷歌曲(或旋律)
Meles meles,,[网络] 獾；狗獾；水獭
melesse,, [地名] [法国] 默莱斯
Meletian,,[网络] 美食
meletin,n. See Quercitin.,n. [生化]栎皮酮
melexitose,,松三糖
melezitase,,[医] │松三糖酶
melezitose,"n. A variety of sugar, isomeric with sucrose, extracted\n   from the manna of the larch (Larix).",n. [生化]松三糖
melfi,, [人名] 梅尔菲; [地名] [意大利] 梅尔菲
melford,, [地名] [英国] 梅尔福德
melgar,, [地名] [哥伦比亚] 梅尔加
melhem,, [人名] 梅尔赫姆
meli,,abbr. master equipment list index 主要设备清单索引
meli-,,[医] │蜜
Melia,n. type genus of the Meliaceae: East Indian and Australian deciduous trees with leaves resembling those of the ash,n. (Melia)人名；(英)米利亚；(意、西)梅利亚\n楝属\n苦楝皮
Melia Azadirachta,,[网络] 印度楝；印度楝树；蜜二糖
Melia azedarach,,[网络] 苦楝；楝树；苦栋
Melia azedarach L.,,[医] │[苦]栋树
Melia azederach,,[网络] 梅利亚楝树
Melia L.,,[医] │栋属
Melia toosendan S. et Z.,,[医] │川栋
Meliaceae,n tropical trees and shrubs including many important timber and ornamental trees,[植]楝科
meliaceous,a. Pertaining to a natural order (Meliacae) of plants of\n   which the genus Melia is the type. It includes the mahogany and the\n   Spanish cedar.,a. [植]楝科的
Meliae,,(古典神话)墨利亚神女
Melian,,a. (希腊南部)米洛斯(Melos)岛的 \nn. 米洛斯岛人
Melians,plural of Melian,(Melian 的复数) adj.(希腊南部)米洛斯(Melos)岛的 \nn. 米洛斯岛人
melianthus,, [医]蜜花属
meliatin,,[医] │睡菜甙
melibiase,,蜜二糖酶
melibiose,,[化] 蜜二糖\n[医] │蜜二糖
melic, Of or pertaining to song; lyric; tuneful.,"歌的, 诗的"
melican,, [人名] [爱尔兰姓氏] 梅利肯 Milligan的变体
melicera,,"[医] │蜜样囊, 粘稠的, 糖浆状的"
melich,, [人名] 梅利奇
melicitose,,[医] │松三糖
melick,, [人名] 梅利克; [地名] [荷兰] 梅利克
Melicocca,,[网络] 梅花子
Melicocca bijuga,,[网络] 蜜果
Melicocca bijugatus,,[网络] 双孢菇（Melicoccus bijugatus）
Melicoccus,,[网络] 蜜果属；蜜莓属
meligrin,,二甲基氧奎宁与甲基苯基乙酰胺缩合产物
melilite,"n. A mineral occurring in small yellow crystals, found in\n   the lavas (melilite basalt) of Vesuvius, and elsewhere.",n. [矿]黄长石
melilitie,,[矿]黄长岩
melilitite,,黄长石
Melilla,,梅利利亚[摩洛哥东北部港市](1497年起被西班牙侵占)
melillo,,n. (Melillo)人名；(意、葡)梅利洛
melilot,n erect annual or biennial plant grown extensively especially for hay and soil improvement,n. [植]草木犀属植物(尤指黄香草木犀)
melilotic acid,,[化] 草木樨酸; 3-邻羟苯丙酸\n[医] 羟苯丙酸
melilotin,,[医] │草木犀甙
melilotoside,,[化] 草木犀苷
melilotoxin,,"[医] │草木犀毒素, 双香豆素"
Melilotus,n erect annual or biennial plant grown extensively especially for hay and soil improvement,[医] │草木犀属
Melilotus alba,,un. 花卓木犀；白香车轴\n[网络] 白花草木犀；白花草木樨；白香草木樨
Melilotus arvensis,,"[医] │黄香草木犀, 熏草"
Melilotus officinalis,,[网络] 黄香草木犀；黄花草木樨；黄香草木樨
Melilotus officinalis Lamarck,,"[医] │黄香草木犀, 熏草"
Melilotus suaveolens Ledeb.,,[医] │草木犀
melim,, 芦丁
melin,,"[医] │芸香甙, 芦丁"
melina,,"n. (Melina)人名；(意、西、希)梅利娜 (女名), 梅利纳"
Melina Mercouri,,[网络] 梅莲娜麦可；梅莲娜·麦可丽；梅莉娜莫寇瑞
melinacidin,,杀菌素
Melinae,n subdivision not used in some classifications: badgers,[动]獾亚科
melinda,,n. 梅林达（女子名）
meline,,"a. [动]獾的, 獾样的"
melinex,,聚酯薄膜
meling,, [人名] 梅林
melinite,,n. 麦宁炸药
Melinninae,,[动]米列虫亚科
melinonine,,[化] 美农宁(生物碱)
melinonine G,,[化] 美农宁G(一种生物碱)
melinophane,, 蜜黄长石
melioidosis,,(兽)类鼻疽
Meliola,,小煤炱属
Meliolaceae,,[微]小煤炱科
Meliolales,,小煤炱目
melior,, [人名] 梅莉奥尔
meliora,, [人名] 梅莉奥拉
meliorable,,"a. 可改善的,可改进的, 可改良的"
Melioran,,膏状醇类硫酸盐的系列商品名(强洗涤剂)
meliorate,v to make better\nv get better,"v. 改善, 改良, 变好"
meliorated,imp. & p. p. of Meliorate,"v. 改善, 改良, 变好( meliorate的过去式和过去分词 )"
meliorater,n. Same as Meliorator.,"vt.,vi. 改进；改善；改良"
meliorates,v to make better\nv get better,"v. 改善, 改良, 变好（meliorate的第三人称单数形式）"
meliorating,p. pr. & vb. n. of Meliorate,"v. 改善, 改良, 变好( meliorate的现在分词 )"
melioration,n. the linguistic process in which over a period of time a word grows more positive in connotation or more elevated in meaning,n. 改善
meliorative,s tending to ameliorate,"a. 改善的, 改良性的"
meliorator,n. One who meliorates.,n. meliorate的变形
meliorism,n. the belief that the world can be made better by human effort,n. 社会向善论
meliorist,,[网络] 社会向善论者；社会改良論的；改良主义
melioristic,,a. meliorism（社会向善论）的变形
meliority,n. The state or quality of being better; melioration.,"n. 改善, 优越性, 进步"
melipan,,降脂平
meliphagid,,[网络] 辣椒素
Meliphagidae,,[网络] 吸蜜鸟科；食蜜鸟科；黄鹂科
meliphagous,"a. Eating, or feeding upon, honey.", [医]食蜜的
meliphane,,[矿]密黄长石
meliphanite,,蜜黄长石
melis,,(用水洗涤过的)粗糖
melish,, [人名] 梅莉什
melisma,"n. A piece of melody; a song or tune, -- as opposed to\n   recitative or musical declamation.\nn. A grace or embellishment.",[音]装饰音
melismas,"plural of melisma\nn. A piece of melody; a song or tune, -- as opposed to\n   recitative or musical declamation.\nn. A grace or embellishment.",(melisma 的复数) [音]装饰音
melismata,pl.  of Melisma,n. 装饰音( melisma的名词复数 )
melismatic,,a. 花腔式
melissa,n. a genus of Old World mints of the family Labiatae,"[医] │蜜蜂花, 蜜里萨香草"
Melissa officinalis,,"[医] │蜜蜂花, 蜜里萨香草"
melissa oil,,"[化] 蜂花油\n[医] 蜜蜂花油, 蜜里萨油"
Melissa Tourn. ex L.,,"[医] │蜜蜂花属, 滇荆芥属"
melissane,,[化] 蜂花烷; 三十烷
melissate,,[化] 蜂花酸盐(或酯); 三十(烷)酸盐(或酯)
melissene,,[网络] 蜜饯
melissic acid,,[化] 蜂花酸; 三十烷酸\n[医] 三十烷酸(蜂花酸)
melissin,,"蜂花精, 甘油三蜂花酸酯"
melissopalynology,,[网络] 蜂蜜孢粉学
melissophobia,,[心理]惧蜂症
melissotherapy,,[医] │蜂毒疗法
melissyl,n. See Myricyl., 三十烷基
melissyl acetate,,[化] 乙酸蜂花酯; 乙酸蜂花醇酯
melissyl alcohol,,"[化] 蜂花醇; 三十烷醇\n[医] 蜂醇, 卅碳醇"
melissyl melissate,,[化] 蜂花酸蜂花酯
melissylene,,[网络] 蜜饯
Melit,,"[商]蜜胺树脂, 三聚氰(酰)胺树脂"
Melita,,梅丽塔（女子名）
melitagra,,[医] │蜜状结痂性湿疹
melitemia,,[医]糖血症
melitensis,,"[医] │波状热, 布鲁氏[杆]菌病"
melitic,,[矿]蜜石的
melitin,,"[医] │波状热菌素, 布鲁氏菌素"
melitin tests,,"[医] 波状热菌素试验, 布鲁氏菌素试验(检布鲁氏菌病)"
melitine,,波状热菌素
melitine reaction,,"[医] 波状热菌素反应, 布鲁氏菌素反应"
melitis,,颊炎
melitococcic fever,,"[医] 波状热, 布鲁氏[杆]菌病"
melitococcosis,,"[医] │波状热, 布鲁氏[杆]菌病"
melitococcus,,"[医] │马耳他布鲁氏[杆]菌, 波状热菌"
Melitopol,,美利托波尔[苏联西南部城市](位于主要水果产区中心)
melitoptyalism,,[医] │糖涎
melitoptyalon,,[医] │糖涎
melitose,"n. A variety of sugar isomeric with sucrose, extracted from\n   cotton seeds and from the so-called Australian manna (a secretion of\n   certain species of Eucalyptus).","n. [生化]棉子糖,蜜三糖,蜜里糖"
melitoxin,,"[医] │草木犀毒素, 双香豆素"
melitracen,,[化] 美利曲辛; 四甲蒽丙胺
melitriose,,"n. [生化]棉子糖,蜜三糖,蜜里糖"
Melittangium,,[微]蜂窝囊菌属
Melittidae,,[动]准蜜蜂科
melittin,,"n. [生化]蜂毒肽,蜂毒素"
melittopalynology,,蜂蜜花粉学
melittophilae,,蜂媒花
melituria,,[医]溏尿(症)
melituria inosita,,"[医] │肌醇糖尿, 肌醇尿"
melituric,,[医] │糖尿症的
melius,, [人名] 米柳斯
melius inquirendum,,[网络] melius询问
melixitose,,松三糖
melizitase,,[化] 松三糖酶
melizitose,,松三糖
melk,, [地名] [奥地利] 梅尔克
Melkite,n. an eastern Christian in Egypt or Syria who adheres to the Orthodox faith as defined by the council of Chalcedon in 451 and as accepted by the Byzantine emperor\nn. an Orthodox Christian or Uniate Christian belonging to the patriarchate of Alexandria or Antioch or Jerusalem,n. 默尔启；麦尔基；麦勒卡（宗教）
mell,v. i. & t. To mix; to meddle.\nn. Honey.\nn. A mill.,vt. 使融合
mell of a hess,a very difficult situation (the spoonerism is usually deliberate)\n> It sure looks like they got themselves into a mell of a hess.\n,
mella,,[医] │蜜剂
mellaart,, [人名] 梅拉特
mellan,, [人名] 梅兰
mellanby,, [人名] 梅兰比
mellapak column,,[化] 波纹填料塔
Mellapak packing,,[化] 板波纹填料
mellard,, [人名] 梅拉德
mellaril,n a tranquilizer (trade name Mellaril) used to treat schizophrenia and other psychotic disorders,"甲硫哒嗪, 硫醚嗪(安定药)"
mellate,n. A mellitate.,苯六甲酸盐
mellay,n. A melee; a conflict.,n. 大打出手；混战；混乱；混乱的人群
melle,, [地名] [比利时、德国、法国] 梅勒
mellein,,蜂蜜曲菌素
